Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Mean L1 in cingulum hippocampus on FA skeleton (left),25237,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.483191415930005,-0.0160531555502007,,,continuous-25237-both_sexes--irnt
Muscle or soft tissue injuries,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2013,279530,0.483211667023144,0.0122578505174687,,,categorical-20002-both_sexes-1406-
Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),25665,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.483883056870306,0.00724729983725775,,,continuous-25665-both_sexes--irnt
Weighted-mean L2 in tract acoustic radiation (right),25597,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.484206543754245,0.0160203761567653,,,continuous-25597-both_sexes--irnt
Volume of grey matter in Lingual Gyrus (left),25852,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.484261889269189,-0.0131602628058475,,,continuous-25852-both_sexes--irnt
Cholecystectomy/gall bladder removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11057,270486,0.4849526230116,-0.0210087131844054,,,categorical-20004-both_sexes-1455-
Mean L3 in superior longitudinal fasciculus on FA skeleton (left),25337,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.485173718508118,-0.00502340914522055,,,continuous-25337-both_sexes--irnt
Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),25719,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.485323587979518,-0.00783976678591403,,,continuous-25719-both_sexes--irnt
Mean ICVF in cerebral peduncle on FA skeleton (left),25359,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.485517817449078,-0.0158904641971053,,,continuous-25359-both_sexes--irnt
Mean ISOVF in fornix on FA skeleton,25445,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.485550854878675,-0.00723630799218154,,,continuous-25445-both_sexes--irnt
Mean OD in posterior corona radiata on FA skeleton (right),25418,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.485597289936795,0.010286758784499,,,continuous-25418-both_sexes--irnt
Weighted-mean MO in tract anterior thalamic radiation (left),25544,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.485625142819215,0.0100467936227613,,,continuous-25544-both_sexes--irnt
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,93216,,0.486161713852093,-0.00292837169668381,,,continuous-20405-both_sexes--
Weighted-mean MD in tract inferior longitudinal fasciculus (right),25530,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.486727314139091,-0.00723905547930204,,,continuous-25530-both_sexes--irnt
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,11352,141259,0.487258345613521,0.0115232512834225,,,categorical-6153-both_sexes-4-
"M79 Other soft tissue disorders, not elsewhere classified",131960,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,46413,235172,0.487277165256529,-0.00296325167112032,,,icd_first_occurrence-131960-both_sexes--
Weighted-mean L1 in tract posterior thalamic radiation (right),25589,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.487465781395437,-0.0149519965478465,,,continuous-25589-both_sexes--irnt
Pulse rate,4194,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,0.487730261154781,-0.00545843330547902,,,continuous-4194-both_sexes--irnt
Mean L1 in superior longitudinal fasciculus on FA skeleton (right),25240,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.489147882801118,-0.0155323774559199,,,continuous-25240-both_sexes--irnt
Glaucoma,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2899,278644,0.489196845471785,-0.0407027788718824,,,categorical-20002-both_sexes-1277-
Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),25482,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.489702884032237,0.0104576692625943,,,continuous-25482-both_sexes--irnt
Weighted-mean MO in tract acoustic radiation (left),25542,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.490205726393523,0.0160959751130423,,,continuous-25542-both_sexes--irnt
Prolapsed disc/slipped disc,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4698,276845,0.491049396302387,0.00598997398127051,,,categorical-20002-both_sexes-1312-
N50 Other disorders of male genital organs,132092,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6426,121812,0.491137292975936,-0.00398321887544255,,,icd_first_occurrence-132092-both_sexes--
Weighted-mean L1 in tract medial lemniscus (right),25587,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.491141623344914,-0.00568175537904353,,,continuous-25587-both_sexes--irnt
N41 Inflammatory diseases of prostate,132074,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2391,125847,0.491343774104956,0.00844115336822112,,,icd_first_occurrence-132074-both_sexes--
Volume of grey matter in Frontal Pole (right),25783,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.491543183893001,-0.00476120732737302,,,continuous-25783-both_sexes--irnt
W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2350,279236,0.492474266536006,0.00647787014257177,,,categorical-41200-both_sexes-W201-
Mean L2 in fornix on FA skeleton,25253,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.492567159111898,-0.0123312580080546,,,continuous-25253-both_sexes--irnt
Volume of grey matter in X Cerebellum (vermis),25919,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.493096801899813,-0.0145000319041615,,,continuous-25919-both_sexes--irnt
Volume of grey matter in Paracingulate Gyrus (left),25836,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.493569990901901,0.0136157776480668,,,continuous-25836-both_sexes--irnt
P23.2 Anterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2368,150980,0.493644509526879,0.00762117695492385,,,categorical-41200-both_sexes-P232-
Weighted-mean L2 in tract middle cerebellar peduncle,25612,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.49391904010529,-0.00871215403399019,,,continuous-25612-both_sexes--irnt
N76 Other inflammation of vagina and vulva,132118,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2784,150563,0.494795012332299,-0.0408268736011075,,,icd_first_occurrence-132118-both_sexes--
Weighted-mean OD in tract forceps major,25687,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.494941433752741,0.00623720813860129,,,continuous-25687-both_sexes--irnt
Volume of grey matter in Frontal Orbital Cortex (right),25847,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.495762816151785,0.0128503223194812,,,continuous-25847-both_sexes--irnt
Weighted-mean ICVF in tract superior thalamic radiation (left),25673,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.495940049253864,-0.00894799257016177,,,continuous-25673-both_sexes--irnt
C12.1 Excision of lesion of eyelid NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2759,278827,0.496450337803608,-0.0405011065496233,,,categorical-41200-both_sexes-C121-
Mean L3 in cingulum hippocampus on FA skeleton (right),25332,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.496661383227866,-0.00772811936593443,,,continuous-25332-both_sexes--irnt
G57 Mononeuropathies of lower limb,131076,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2828,278757,0.49699454219615,-0.040503241292293,,,icd_first_occurrence-131076-both_sexes--
Mean MO in cingulum cingulate gyrus on FA skeleton (right),25186,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.497836639193124,-0.0155605539886857,,,continuous-25186-both_sexes--irnt
Mean MO in inferior cerebellar peduncle on FA skeleton (left),25163,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.497840794335705,-0.0153399896609321,,,continuous-25163-both_sexes--irnt
Gastric/stomach ulcers,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1986,279557,0.498865763821974,0.0214185831615546,,,categorical-20002-both_sexes-1142-
Volume of grey matter in Precentral Gyrus (right),25795,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.499160216488341,0.0134902670525993,,,continuous-25795-both_sexes--irnt
Z48.1 Skin of scalp,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2159,279427,0.499364329328083,0.0125845303457555,,,categorical-41210-both_sexes-Z481-
"Forced expiratory volume in 1-second (FEV1), predicted",20153,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.499811425664157,-0.00152941064562356,,,continuous-20153-both_sexes--irnt
K81 Cholecystitis,131676,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2896,278689,0.500136944583314,-0.0404995923771719,,,icd_first_occurrence-131676-both_sexes--
Mean OD in cingulum cingulate gyrus on FA skeleton (right),25426,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.500144537928239,0.0155432586927728,,,continuous-25426-both_sexes--irnt
N17 Acute renal failure,132030,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5015,276570,0.501192302661476,0.0303138438909566,,,icd_first_occurrence-132030-both_sexes--
Z50.3 Skin of finger,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2801,278785,0.501501207956467,-0.0404707987066569,,,categorical-41210-both_sexes-Z503-
Weighted-mean ISOVF in tract corticospinal tract (left),25712,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.502551664088609,0.0156381255371078,,,continuous-25712-both_sexes--irnt
I67 Other cerebrovascular diseases,131374,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2745,278840,0.503100846133038,-0.0406854657718484,,,icd_first_occurrence-131374-both_sexes--
Weighted-mean MO in tract uncinate fasciculus (right),25568,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.50320934104925,0.0156543188912229,,,continuous-25568-both_sexes--irnt
Volume of grey matter in Hippocampus (right),25887,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.503438986830189,0.00078046708912387,,,continuous-25887-both_sexes--irnt
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,18123,26795,0.503754101169744,-0.00584001009080373,,,categorical-20536-both_sexes-0-
Weighted-mean MD in tract corticospinal tract (left),25523,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.504294044202938,0.0143265014329543,,,continuous-25523-both_sexes--irnt
Coronary angioplasty (ptca) +/- stent,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2829,278714,0.505345929865922,-0.0409923380411371,,,categorical-20004-both_sexes-1070-
Ever addicted to alcohol,20406,categorical,,Online follow-up > Mental health > Addictions,,2133,2961,0.505435828015658,,,,categorical-20406-both_sexes--
H61 Other disorders of external ear,131224,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17767,263818,0.50614596475561,0.0116671903513144,,,icd_first_occurrence-131224-both_sexes--
Chondroitin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3581,277962,0.506190100136999,0.0247249045603571,,,categorical-20003-both_sexes-1187-
Weighted-mean L1 in tract middle cerebellar peduncle,25585,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.5065225950321,-0.0108358332200586,,,continuous-25585-both_sexes--irnt
Vaginal prolapse/colposuspension,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2670,150658,0.507266029755708,-0.0410002424713252,,,categorical-20004-both_sexes-1361-
Z28.2 Caecum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16548,265038,0.507482160429262,0.0165483285714136,,,categorical-41210-both_sexes-Z282-
Thyroidectomy/partial thyroidectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2681,278862,0.507684724679364,-0.0406481523342623,,,categorical-20004-both_sexes-1432-
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2546,279039,0.507758719059955,-0.0404577755807467,,,icd_first_occurrence-131556-both_sexes--
Y98.3 Radiology of three body areas (or 20-40 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2596,278990,0.508199405427071,-0.0405557792050206,,,categorical-41210-both_sexes-Y983-
M35 Other systemic involvement of connective tissue,131900,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2688,278897,0.509849572771814,-0.0406722172446975,,,icd_first_occurrence-131900-both_sexes--
Tonsillectomy +/- adenoids,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,41947,239596,0.510076698603943,-0.00148211510169206,,,categorical-20004-both_sexes-1478-
Oestradiol,30800,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,43259,,0.511594402799411,-0.00977728914590793,,,continuous-30800-both_sexes--irnt
Mean carotid IMT (intima-medial thickness) at 210 degrees ,22677,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18712,,0.512357467339856,0.0133874201413476,,,continuous-22677-both_sexes--irnt
Carotene,100019,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.512500684046239,0.00985179652447111,,,continuous-100019-both_sexes--irnt
Weighted-mean MO in tract superior thalamic radiation (left),25565,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.513028168237175,-0.000246363878813339,,,continuous-25565-both_sexes--irnt
O03 Spontaneous abortion,132168,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,3174,150173,0.513136042386764,0.0348852191294069,,,icd_first_occurrence-132168-both_sexes--
Allergy or anaphylactic reaction to drug,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2442,279101,0.513232983530261,-0.0404769389514926,,,categorical-20002-both_sexes-1386-
Breast cyst/abscess removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2601,150727,0.51383748780939,-0.0408193716864553,,,categorical-20004-both_sexes-1513-
A55.9 Unspecified diagnostic spinal puncture,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2550,279036,0.51390781575943,-0.0404461839496054,,,categorical-41200-both_sexes-A559-
H52.4 Rubber band ligation of haemorrhoid,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2705,278881,0.514006828601456,-0.0404517222499965,,,categorical-41200-both_sexes-H524-
B00 Herpesviral [herpes simplex] infections,130174,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2702,278883,0.514292004354873,-0.0404832000788393,,,icd_first_occurrence-130174-both_sexes--
E04 Other non-toxic goitre,130698,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2623,278962,0.515213604022034,-0.0406214475568902,,,icd_first_occurrence-130698-both_sexes--
Appendicectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,33508,248035,0.515241611268572,-0.00617880850031061,,,categorical-20004-both_sexes-1458-
Anterior/posterior repair bladder/uterus,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2553,150775,0.515481222930162,-0.0409716240384423,,,categorical-20004-both_sexes-1488-
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,5020,69122,0.51553819390037,0.000449279612333583,,,categorical-20126-both_sexes-5-
Weighted-mean L1 in tract superior thalamic radiation (right),25593,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.515940027093652,-0.00308077787299971,,,continuous-25593-both_sexes--irnt
Volume of thalamus (left),25011,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.519258573350954,0.000588978374214343,,,continuous-25011-both_sexes--irnt
Z89.6 Finger NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2019,279567,0.519811653659369,0.0177541538308007,,,categorical-41210-both_sexes-Z896-
G25 Other extrapyramidal and movement disorders,131032,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2602,278983,0.520379649622493,-0.0405073210265563,,,icd_first_occurrence-131032-both_sexes--
N94 Pain and other conditions associated with female genital organs and menstrual cycle,132150,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6944,146403,0.520460621517942,-0.024309267292357,,,icd_first_occurrence-132150-both_sexes--
L91 Hypertrophic disorders of skin,131824,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2770,278815,0.521064158480961,-0.0404583469011348,,,icd_first_occurrence-131824-both_sexes--
Standing height,50,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280946,,0.521534539989066,0.0025001305669179,,,continuous-50-both_sexes--irnt
H22.9 Unspecified diagnostic endoscopic examination of colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2641,278945,0.52177424480453,-0.040466259794621,,,categorical-41210-both_sexes-H229-
"M70 Soft tissue disorders related to use, overuse and pressure",131946,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9518,272067,0.521913466191049,0.00817405727347876,,,icd_first_occurrence-131946-both_sexes--
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,25277,256308,0.522195972838121,-0.0135489368544678,,,icd_first_occurrence-132070-both_sexes--
X50.1 Direct current cardioversion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1992,279594,0.522790362361502,0.0199181018093356,,,categorical-41200-both_sexes-X501-
Mean MD in external capsule on FA skeleton (right),25136,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.523344767981923,0.00620944370065053,,,continuous-25136-both_sexes--irnt
Mean MO in posterior thalamic radiation on FA skeleton (right),25180,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.523385903493479,-0.0145572813525467,,,continuous-25180-both_sexes--irnt
Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left),25387,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.523541804265587,0.00411319780863426,,,continuous-25387-both_sexes--irnt
Y81.1 Epidural anaesthetic using lumbar approach,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2254,279332,0.524007444147666,-0.0425031818198555,,,categorical-41210-both_sexes-Y811-
N18 Chronic renal failure,132032,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9856,271729,0.524853185885497,0.0053883351225484,,,icd_first_occurrence-132032-both_sexes--
Headaches (not migraine),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2348,279195,0.524887821114753,-0.040484074984929,,,categorical-20002-both_sexes-1436-
Volume of grey matter in Pallidum (right),25885,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.525075113807532,-0.0138706542906704,,,continuous-25885-both_sexes--irnt
Leg fat-free mass (right),23113,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276681,,0.525182810781728,-0.00234547835685867,,,continuous-23113-both_sexes--irnt
Volume of grey matter in Planum Temporale (right),25873,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.525725207624109,-0.0128487467408311,,,continuous-25873-both_sexes--irnt
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17079,264506,0.525961883234208,0.00298110947457728,,,icd_first_occurrence-130708-both_sexes--
Mean MO in posterior corona radiata on FA skeleton (right),25178,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.526205770565418,-0.00671042784275044,,,continuous-25178-both_sexes--irnt
Citalopram,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4805,276738,0.526223129198542,0.0282307724809183,,,categorical-20003-both_sexes-1140921600-
H01 Other inflammation of eyelid,131130,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,2805,278780,0.526984226875847,-0.040456971373622,,,icd_first_occurrence-131130-both_sexes--
Y81.9 Unspecified spinal anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2375,279211,0.527034322410453,-0.0407198147955021,,,categorical-41210-both_sexes-Y819-
Mean L3 in fornix cres+stria terminalis on FA skeleton (right),25334,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.527513936795603,-0.00621389935988322,,,continuous-25334-both_sexes--irnt
Volume of amygdala (left),25021,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.529391784107884,-0.0135326341314803,,,continuous-25021-both_sexes--irnt
Weighted-mean ICVF in tract middle cerebellar peduncle,25666,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.529883627642528,0.00632145877860801,,,continuous-25666-both_sexes--irnt
Mean L2 in posterior corona radiata on FA skeleton (right),25274,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.530939482920175,0.00368910467254376,,,continuous-25274-both_sexes--irnt
Rheumatoid factor,30820,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,23520,,0.530984233965031,0.0117265201294622,,,continuous-30820-both_sexes--irnt
K45.3 Anastomosis of mammary artery to left anterior descending coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1912,279674,0.531529369047689,0.0196753993653423,,,categorical-41200-both_sexes-K453-
N35 Urethral stricture,132064,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2591,278994,0.531597156979058,-0.0404996796606415,,,icd_first_occurrence-132064-both_sexes--
U20.1 Transthoracic echocardiography,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2448,279138,0.531827046325068,-0.0405897624772247,,,categorical-41200-both_sexes-U201-
Mean MO in retrolenticular part of internal capsule on FA skeleton (right),25172,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.532330994490223,-0.014943794463308,,,continuous-25172-both_sexes--irnt
Weighted-mean MO in tract medial lemniscus (left),25559,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.533308033059729,0.0145582038334662,,,continuous-25559-both_sexes--irnt
O29.1 Subacromial decompression,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2357,279229,0.533592822609368,-0.040405209667367,,,categorical-41200-both_sexes-O291-
O80 Single spontaneous delivery,132276,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,8622,144725,0.534038023333255,0.0158151967964085,,,icd_first_occurrence-132276-both_sexes--
Z27.2 Stomach,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,20131,261455,0.534099691161101,0.0072091908402713,,,categorical-41210-both_sexes-Z272-
Amlodipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11405,270138,0.534150239174183,-0.0199345494456371,,,categorical-20003-both_sexes-1140879802-
Weighted-mean FA in tract uncinate fasciculus (left),25513,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.534274839072133,0.0145030619869384,,,continuous-25513-both_sexes--irnt
Umbilical hernia repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2474,279069,0.534630508452304,-0.0404344016853986,,,categorical-20004-both_sexes-1404-
Mean MO in inferior cerebellar peduncle on FA skeleton (right),25162,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.5350808561335,-0.0140338125602006,,,continuous-25162-both_sexes--irnt
Weighted-mean ISOVF in tract forceps minor,25715,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.535158526882169,-0.00367495542792944,,,continuous-25715-both_sexes--irnt
Pulse rate (during blood-pressure measurement),95,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,22896,,0.53530983939962,-0.0118113696469006,,,continuous-95-both_sexes--irnt
K40 Inguinal hernia,131612,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,14272,113966,0.535445165510971,-0.0182218575850264,,,icd_first_occurrence-131612-both_sexes--
Mean L3 in anterior corona radiata on FA skeleton (right),25318,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.536739864663507,0.00480629690157673,,,continuous-25318-both_sexes--irnt
Mean ISOVF in anterior corona radiata on FA skeleton (right),25462,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.536949001809957,0.011767633373048,,,continuous-25462-both_sexes--irnt
Mean OD in anterior corona radiata on FA skeleton (right),25414,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.537337246455536,-0.0137719563568391,,,continuous-25414-both_sexes--irnt
