Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Weighted-mean L2 in tract corticospinal tract (right),25605,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.472941500029527,0.00941241697976419,,,continuous-25605-both_sexes--irnt
Mean MO in tapetum on FA skeleton (left),25199,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.47374588871882,0.0233762141211998,,,continuous-25199-both_sexes--irnt
Mean MD in superior cerebellar peduncle on FA skeleton (left),25117,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.474362276860759,-0.0190337998597762,,,continuous-25117-both_sexes--irnt
Contemplated self-harm in past year,20486,categorical,,Online follow-up > Mental health > Self-harm behaviours,,2720,10917,0.47500516557557,,,,categorical-20486-both_sexes--
Mean FA in superior corona radiata on FA skeleton (left),25081,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.475914120239278,-0.0252254570194934,,,continuous-25081-both_sexes--irnt
K90 Intestinal malabsorption,131688,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2378,279207,0.476143457062181,0.0409764525512355,,,icd_first_occurrence-131688-both_sexes--
Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),25716,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.476219390899195,0.0255208857280415,,,continuous-25716-both_sexes--irnt
J33 Nasal polyp,131470,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4300,277285,0.476229986386595,-0.0408322385933461,,,icd_first_occurrence-131470-both_sexes--
"Medication for cholesterol, blood pressure or diabetes",6177,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,31371,95664,0.476829034929371,-0.0163977834270654,,,categorical-6177-both_sexes-2-
W36.5 Diagnostic extraction of bone marrow NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2220,279366,0.478373042622834,0.040359936378916,,,categorical-41200-both_sexes-W365-
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17079,264506,0.478460660262169,-0.0213418000327701,,,icd_first_occurrence-130708-both_sexes--
90th percentile of z-statistic (in group-defined mask) for shapes activation,25762,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.478610224473531,,,,continuous-25762-both_sexes--irnt
Mean ICVF in external capsule on FA skeleton (right),25376,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.478641016250236,-0.00881892210170372,,,continuous-25376-both_sexes--irnt
Allergy or anaphylactic reaction to drug,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2442,279101,0.480251610778821,0.0380521320854602,,,categorical-20002-both_sexes-1386-
Citalopram,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4805,276738,0.480986755342902,-0.040791540730691,,,categorical-20003-both_sexes-1140921600-
Diabetes,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,11011,270532,0.481027078140114,-0.0258687160748139,,,categorical-20002-both_sexes-1220-
Mean ICVF in external capsule on FA skeleton (left),25377,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.481425475796613,-0.0171752953686194,,,continuous-25377-both_sexes--irnt
Weighted-mean MO in tract cingulate gyrus part of cingulum (left),25546,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.481683354395052,-0.0246072809134443,,,continuous-25546-both_sexes--irnt
Weighted-mean OD in tract anterior thalamic radiation (right),25680,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.481868921338244,0.0243745513031725,,,continuous-25680-both_sexes--irnt
Mean OD in tapetum on FA skeleton (right),25438,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.481932150772062,-0.0255030240851562,,,continuous-25438-both_sexes--irnt
H33 Retinal detachments and breaks,131178,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,3578,278007,0.482414313270436,0.0088234314925432,,,icd_first_occurrence-131178-both_sexes--
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,22401,70731,0.482446356526011,-0.00491534863893915,,,categorical-20546-both_sexes-3-
Mean ICVF in superior longitudinal fasciculus on FA skeleton (right),25384,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.482641431791172,-0.0245563920145345,,,continuous-25384-both_sexes--irnt
Shoulder surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4232,277311,0.482780444997712,-0.0407326206782406,,,categorical-20004-both_sexes-1499-
B37 Candidiasis,130230,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,5314,276271,0.483017566394401,-0.0408210432495944,,,icd_first_occurrence-130230-both_sexes--
Weighted-mean L2 in tract forceps minor,25607,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.483229301708075,0.00398131124159093,,,continuous-25607-both_sexes--irnt
Volume of ventricular cerebrospinal fluid,25004,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.485591279594321,0.021115443405902,,,continuous-25004-both_sexes--irnt
X50.1 Direct current cardioversion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1992,279594,0.486787831702245,0.0422404033664287,,,categorical-41200-both_sexes-X501-
Portion size,100010,continuous,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,,43917,,0.488584329345297,0.00154865736607865,,,continuous-100010-both_sexes--
Volume of grey matter in Crus I Cerebellum (right),25902,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.488593488013106,-0.0232564463760779,,,continuous-25902-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,19943,73183,0.489132607795841,0.00246071420371995,,,categorical-20544-both_sexes-11-
Mean L3 in body of corpus callosum on FA skeleton,25299,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.489792906648989,0.0240108588044893,,,continuous-25299-both_sexes--irnt
Reticulocyte percentage,30240,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268454,,0.490763555852982,-0.00215791883020387,,,continuous-30240-both_sexes--irnt
H22.9 Unspecified diagnostic endoscopic examination of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,21348,260238,0.490956031095912,-0.012948962051523,,,categorical-41200-both_sexes-H229-
Weighted-mean ISOVF in tract acoustic radiation (right),25705,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.491525166658838,-0.0250358396389258,,,continuous-25705-both_sexes--irnt
Townsend deprivation index at recruitment,189,continuous,,Population characteristics > Baseline characteristics,,281251,,0.49166059316473,0.00470507313420779,,,continuous-189-both_sexes--irnt
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,7799,37119,0.492690844811154,-0.0484672137463695,,,categorical-20536-both_sexes-1-
J44 Other chronic obstructive pulmonary disease,131492,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,8847,272738,0.493477923285672,-0.0202971421729596,,,icd_first_occurrence-131492-both_sexes--
Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left),25479,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.494736506905923,-0.00778626492054169,,,continuous-25479-both_sexes--irnt
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,93216,,0.49502626144372,0.00161560685698883,,,continuous-20405-both_sexes--
Tonsillectomy / tonsil surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,13914,267629,0.496196578563734,0.000592685167181651,,,categorical-20004-both_sexes-1561-
Mean MO in anterior corona radiata on FA skeleton (right),25174,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.497491100657014,-0.0246808019371201,,,continuous-25174-both_sexes--irnt
Cataract,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4117,277426,0.498420535374298,-0.0413149343743006,,,categorical-20002-both_sexes-1278-
Mean L2 in superior corona radiata on FA skeleton (left),25273,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.500116566914343,0.0241842552417109,,,continuous-25273-both_sexes--irnt
K63.6 Coronary arteriography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4010,277576,0.500433202472568,-0.0409564850718363,,,categorical-41200-both_sexes-K636-
Q07.4 Total abdominal hysterectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6122,147226,0.500537491209868,-0.04172844468371,,,categorical-41200-both_sexes-Q074-
Weighted-mean OD in tract acoustic radiation (right),25678,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.500906762107464,-0.0188093146916643,,,continuous-25678-both_sexes--irnt
Mean MO in cerebral peduncle on FA skeleton (right),25166,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.501511485706752,-0.0244012858099608,,,continuous-25166-both_sexes--irnt
Mean OD in external capsule on FA skeleton (left),25425,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.502042711345839,0.024565466435535,,,continuous-25425-both_sexes--irnt
Mean ISOVF in middle cerebellar peduncle on FA skeleton,25440,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.502078529766512,0.0245095086679647,,,continuous-25440-both_sexes--irnt
Volume of grey matter in Paracingulate Gyrus (right),25837,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.502099694142242,0.022654427636042,,,continuous-25837-both_sexes--irnt
"Forced expiratory volume in 1-second (FEV1), predicted percentage",20154,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.502234887555231,-0.00762735188161022,,,continuous-20154-both_sexes--irnt
K40 Inguinal hernia,131612,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,14272,113966,0.502350030739992,0.0203522991821075,,,icd_first_occurrence-131612-both_sexes--
B00 Herpesviral [herpes simplex] infections,130174,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2702,278883,0.502684898881673,0.0356119436431538,,,icd_first_occurrence-130174-both_sexes--
Ever had period extreme irritability,20502,categorical,,Online follow-up > Mental health > Mania,,23782,66732,0.503386760201035,-0.0238926255634516,,,categorical-20502-both_sexes--
Z50.4 Skin of leg NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4519,277067,0.503591293618469,-0.0406859384134349,,,categorical-41210-both_sexes-Z504-
Wheeze or whistling in the chest in last year,2316,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Breathing,,57451,218677,0.504135646965274,0.0122766134827819,,,categorical-2316-both_sexes--
Ear surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4376,277167,0.504290818494428,0.0370991225242375,,,categorical-20004-both_sexes-1127-
Hip replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4321,277222,0.504483144754131,0.00313031362362632,,,categorical-20004-both_sexes-1318-
Magnesium,100017,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.504785020015513,-0.0112384093071639,,,continuous-100017-both_sexes--irnt
Volume of grey matter in Superior Parietal Lobule (left),25816,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.504823885256944,-0.0237358956241075,,,continuous-25816-both_sexes--irnt
"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",25818,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.506693880925451,0.0240415498585823,,,continuous-25818-both_sexes--irnt
Rheumatoid factor,30820,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,23520,,0.506950081454104,0.0156610676122949,,,continuous-30820-both_sexes--irnt
Volume of grey matter in Hippocampus (right),25887,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.507773127604837,-0.0222276383072986,,,continuous-25887-both_sexes--irnt
Weighted-mean OD in tract corticospinal tract (right),25686,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.508123941576813,0.00833074238155962,,,continuous-25686-both_sexes--irnt
Mean L1 in corticospinal tract on FA skeleton (left),25207,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.508667136346975,0.0242390836507801,,,continuous-25207-both_sexes--irnt
G40 Epilepsy,131048,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3999,277586,0.509343649579901,-0.0406462149511824,,,icd_first_occurrence-131048-both_sexes--
Weighted-mean MO in tract cingulate gyrus part of cingulum (right),25547,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.509515883029327,-0.0237914054012608,,,continuous-25547-both_sexes--irnt
Z28.2 Caecum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16548,265038,0.509776979905457,-0.00674816356699443,,,categorical-41210-both_sexes-Z282-
Frequency of feeling guilt or remorse after drinking alcohol in last year,20409,continuous,,Online follow-up > Mental health > Alcohol use,,51440,,0.51038250061697,-0.0125978014830449,,,continuous-20409-both_sexes--
Minimum carotid IMT (intima-medial thickness) at 150 degrees ,22673,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18767,,0.511746971231985,-0.0048607862583935,,,continuous-22673-both_sexes--irnt
Leg fat-free mass (left),23117,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276664,,0.512555623062461,0.00105864894423592,,,continuous-23117-both_sexes--irnt
Mean L1 in pontine crossing tract on FA skeleton,25201,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.513074725187797,0.0162154738294802,,,continuous-25201-both_sexes--irnt
Mean ICVF in corticospinal tract on FA skeleton (left),25351,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.513695999316462,0.0107108220149975,,,continuous-25351-both_sexes--irnt
Weighted-mean MD in tract forceps minor,25526,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.513714198366897,0.00501500962298335,,,continuous-25526-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 120 degrees ,22672,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18686,,0.514382964444686,-0.0197738862918148,,,continuous-22672-both_sexes--irnt
Pulmonary embolism +/- dvt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2304,279239,0.514985850175501,0.0372876540318342,,,categorical-20002-both_sexes-1093-
Mean ISOVF in body of corpus callosum on FA skeleton,25443,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.515103579423511,0.0220378990954587,,,continuous-25443-both_sexes--irnt
H35 Other retinal disorders,131182,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6389,275196,0.515804264252977,-0.00991966012974994,,,icd_first_occurrence-131182-both_sexes--
Mean MD in posterior corona radiata on FA skeleton (right),25130,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.515899086493852,0.0223655448132841,,,continuous-25130-both_sexes--irnt
Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),25781,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T2-weighted brain MRI,,15031,,0.516555596683347,0.0205822374194591,,,continuous-25781-both_sexes--irnt
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,2317,278682,0.517537167572801,0.036968513202243,,,categorical-6152-both_sexes-7-
Mean corpuscular volume,30040,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.51760789485698,-0.000649926454319633,,,continuous-30040-both_sexes--irnt
Frequency of drinking alcohol,20414,continuous,,Online follow-up > Mental health > Alcohol use,,93228,,0.517666824575552,-0.0123948070076414,,,continuous-20414-both_sexes--
K25 Gastric ulcer,131590,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,5726,275859,0.51768372568245,-0.00725837518631709,,,icd_first_occurrence-131590-both_sexes--
Volume of grey matter in Angular Gyrus (right),25823,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.518343275114893,-0.0230592168194806,,,continuous-25823-both_sexes--irnt
Atrial fibrillation,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2133,279410,0.518391385342403,0.0381956650523515,,,categorical-20002-both_sexes-1471-
Z94.3 Left sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,76252,205334,0.519030173369519,-0.00902755419966155,,,categorical-41210-both_sexes-Z943-
"I64 Stroke, not specified as haemorrhage or infarction",131368,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4836,276749,0.519583340110002,0.0324344515299015,,,icd_first_occurrence-131368-both_sexes--
Mean MO in fornix on FA skeleton,25157,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.520116842803478,-0.023063657237457,,,continuous-25157-both_sexes--irnt
Volume of accumbens (right),25024,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.520320102204363,0.0217707257972708,,,continuous-25024-both_sexes--irnt
Mean OD in genu of corpus callosum on FA skeleton,25394,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.521226980031828,-0.0234450076271334,,,continuous-25394-both_sexes--irnt
Knee surgery (not replacement),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,9379,272164,0.521375304800217,-0.0247074191893613,,,categorical-20004-both_sexes-1496-
Mean L2 in body of corpus callosum on FA skeleton,25251,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.521865863094758,0.0227448532975528,,,continuous-25251-both_sexes--irnt
Perindopril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3860,277683,0.5227292834543,-0.0408485452852498,,,categorical-20003-both_sexes-1140888560-
Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right),25386,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.522812427217479,0.0010438484364356,,,continuous-25386-both_sexes--irnt
Weighted-mean L2 in tract posterior thalamic radiation (right),25616,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.523014344860628,0.0220258859066975,,,continuous-25616-both_sexes--irnt
A41 Other septicaemia,130070,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,4071,277514,0.523188714438021,-0.0407647517478302,,,icd_first_occurrence-130070-both_sexes--
Diclofenac,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5795,275748,0.523290732387224,-0.00691915600854285,,,categorical-20003-both_sexes-1140884488-
Volume of grey matter in Postcentral Gyrus (left),25814,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.523845265022824,-0.0151533277530167,,,continuous-25814-both_sexes--irnt
Volume of grey matter in Crus II Cerebellum (right),25905,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.523948993252754,-0.0120147508511307,,,continuous-25905-both_sexes--irnt
D64 Other anaemias,130648,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,11948,269637,0.52407632224804,-0.0246915948528417,,,icd_first_occurrence-130648-both_sexes--
Mean carotid IMT (intima-medial thickness) at 150 degrees ,22674,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18767,,0.524388741138592,-0.0113954884045955,,,continuous-22674-both_sexes--irnt
Mean MO in sagittal stratum on FA skeleton (right),25182,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.524733429389235,-0.0233931641332336,,,continuous-25182-both_sexes--irnt
Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),25461,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.524773651318042,0.0133826723257499,,,continuous-25461-both_sexes--irnt
Laparoscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4963,148365,0.524859880526217,0.00954481121289656,,,categorical-20004-both_sexes-1520-
J02 Acute pharyngitis,131428,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,13771,267814,0.524985849207379,0.0143901818837748,,,icd_first_occurrence-131428-both_sexes--
H20.1 Fibreoptic endoscopic snare resection of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5941,275645,0.525199432850038,-0.00815596742188594,,,categorical-41200-both_sexes-H201-
Volume of grey matter in Occipital Fusiform Gyrus (left),25860,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.525457993006627,-0.0212451766250444,,,continuous-25860-both_sexes--irnt
Mean FA in genu of corpus callosum on FA skeleton,25058,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.526159960610312,-0.0222657346876021,,,continuous-25058-both_sexes--irnt
Cholelithiasis/gall stones,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4682,276861,0.526527851074578,-0.0409391636691588,,,categorical-20002-both_sexes-1162-
Weighted-mean OD in tract parahippocampal part of cingulum (left),25683,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.526768397462054,-0.023044264684035,,,continuous-25683-both_sexes--irnt
Weighted-mean L1 in tract superior longitudinal fasciculus (left),25590,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.528253939455405,0.0225015131857188,,,continuous-25590-both_sexes--irnt
Mean corpuscular haemoglobin,30050,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273541,,0.528360346888407,-0.00225392017786736,,,continuous-30050-both_sexes--irnt
Weighted-mean OD in tract forceps minor,25688,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.530407015598044,-0.023200568393285,,,continuous-25688-both_sexes--irnt
Mean L1 in superior corona radiata on FA skeleton (right),25224,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.530701697139069,0.022275903313249,,,continuous-25224-both_sexes--irnt
Mean L1 in cerebral peduncle on FA skeleton (right),25214,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.531686718691031,0.0172722106155134,,,continuous-25214-both_sexes--irnt
Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right),25242,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.532219126305882,-0.0220206295735075,,,continuous-25242-both_sexes--irnt
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,4029,148582,0.53298640457874,-0.0437133371122984,,,categorical-6153-both_sexes-5-
Weighted-mean OD in tract medial lemniscus (right),25695,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.534107578074599,0.00102850537953132,,,continuous-25695-both_sexes--irnt
Mean L2 in cingulum cingulate gyrus on FA skeleton (right),25282,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.53427503476861,0.0224255762636969,,,continuous-25282-both_sexes--irnt
Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right),25474,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.535149221734546,-0.0227520674507388,,,continuous-25474-both_sexes--irnt
Removal of mole/skin lesion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3843,277700,0.53516074639852,-0.040610491296376,,,categorical-20004-both_sexes-1504-
Frequency of difficulty controlling worry during worst period of anxiety,20537,continuous,,Online follow-up > Mental health > Anxiety,,28762,,0.535198111061912,0.0142808217826288,,,continuous-20537-both_sexes--
Weighted-mean FA in tract forceps major,25498,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.535405693270366,-0.00396388392606451,,,continuous-25498-both_sexes--irnt
Anxiety/panic attacks,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3902,277641,0.536222657680329,-0.0406211276293614,,,categorical-20002-both_sexes-1287-
Sitting height,20015,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.537713792738798,-0.00268588808251752,,,continuous-20015-both_sexes--irnt
Y53.5 Approach to organ under image intensifier,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4906,276680,0.538481674323192,0.0308734318652921,,,categorical-41210-both_sexes-Y535-
Median BOLD effect (in group-defined mask) for shapes activation,25040,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.539234426213819,,,,continuous-25040-both_sexes--irnt
H90 Conductive and sensorineural hearing loss,131258,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,4147,277438,0.539311203389271,0.0036024051593795,,,icd_first_occurrence-131258-both_sexes--
Volume of accumbens (left),25023,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.540186423186493,0.0068740231618925,,,continuous-25023-both_sexes--irnt
