Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Mean ICVF in posterior thalamic radiation on FA skeleton (right),25372,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.532148683729124,0.00890299479157227,,,continuous-25372-both_sexes--irnt
Arthritis (nos),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2481,279062,0.532192872613411,-0.0245619279964952,,,categorical-20002-both_sexes-1538-
"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",25806,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.53222968412917,-0.00912629327355291,,,continuous-25806-both_sexes--irnt
Mean ISOVF in medial lemniscus on FA skeleton (left),25449,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.532320250229305,0.00962672741282741,,,continuous-25449-both_sexes--irnt
Mean L2 in superior cerebellar peduncle on FA skeleton (right),25260,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.533189593195056,-0.00431652939190196,,,continuous-25260-both_sexes--irnt
Mean L3 in superior longitudinal fasciculus on FA skeleton (right),25336,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.533830257280848,-0.00243970907211176,,,continuous-25336-both_sexes--irnt
X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1827,279759,0.534572182451169,0.00552205877501709,,,categorical-41200-both_sexes-X702-
Weighted-mean MO in tract parahippocampal part of cingulum (right),25549,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.534704230716565,0.00972768030743017,,,continuous-25549-both_sexes--irnt
K52 Other non-infective gastro-enteritis and colitis,131630,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,13939,267646,0.534861284897909,-0.0106852226179661,,,icd_first_occurrence-131630-both_sexes--
Weighted-mean L1 in tract corticospinal tract (left),25577,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.535433551683543,0.0096051129773542,,,continuous-25577-both_sexes--irnt
Mean L2 in superior longitudinal fasciculus on FA skeleton (right),25288,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.535525954545557,-0.00589926383794499,,,continuous-25288-both_sexes--irnt
Volume of grey matter in Planum Temporale (right),25873,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.536338790472479,-0.00842439101609049,,,continuous-25873-both_sexes--irnt
"Volume of grey matter in Cingulate Gyrus, anterior division (right)",25839,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.536759933475988,-0.00895815027940755,,,continuous-25839-both_sexes--irnt
Mean OD in posterior thalamic radiation on FA skeleton (left),25421,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.536805591037442,-0.00968342779599909,,,continuous-25421-both_sexes--irnt
Volume of grey matter in Superior Parietal Lobule (left),25816,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.53717215831993,-0.00894339846985747,,,continuous-25816-both_sexes--irnt
Mean L2 in genu of corpus callosum on FA skeleton,25250,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.537332690701997,-0.00641609794022984,,,continuous-25250-both_sexes--irnt
Mean FA in inferior cerebellar peduncle on FA skeleton (right),25066,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.537545765422981,0.00351351662278653,,,continuous-25066-both_sexes--irnt
Mean ICVF in superior cerebellar peduncle on FA skeleton (left),25357,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.537986168670682,-0.00954131476283918,,,continuous-25357-both_sexes--irnt
Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),25461,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.537992947194782,-0.00960321510499849,,,continuous-25461-both_sexes--irnt
Mean ISOVF in anterior corona radiata on FA skeleton (left),25463,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.538427939583646,0.000855395723072957,,,continuous-25463-both_sexes--irnt
Mean ISOVF in superior corona radiata on FA skeleton (right),25464,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.538875783515124,0.00908633894819776,,,continuous-25464-both_sexes--irnt
Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right),25290,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.538998870754659,0.00904248844720145,,,continuous-25290-both_sexes--irnt
Mean FA in superior cerebellar peduncle on FA skeleton (right),25068,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.539692053369721,-0.000173861584659459,,,continuous-25068-both_sexes--irnt
Recent poor appetite or overeating,20511,continuous,,Online follow-up > Mental health > Depression,,93231,,0.540450054910061,-0.00236861570316352,,,continuous-20511-both_sexes--
Volume of grey matter in Hippocampus (right),25887,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.540627596527576,-0.00671437674433114,,,continuous-25887-both_sexes--irnt
Mean L3 in cingulum cingulate gyrus on FA skeleton (left),25331,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.541619211587975,-0.00745052202551838,,,continuous-25331-both_sexes--irnt
Mean FA in superior cerebellar peduncle on FA skeleton (left),25069,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.542534076708404,-0.00941281738652046,,,continuous-25069-both_sexes--irnt
E05 Thyrotoxicosis [hyperthyroidism],130700,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,3979,277606,0.54283173306052,-0.0193988874942692,,,icd_first_occurrence-130700-both_sexes--
Mean MD in cingulum cingulate gyrus on FA skeleton (left),25139,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.54328269654925,-0.00033537849812338,,,continuous-25139-both_sexes--irnt
Mean MD in inferior cerebellar peduncle on FA skeleton (left),25115,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.543284073464529,-0.00950845571581838,,,continuous-25115-both_sexes--irnt
K44 Diaphragmatic hernia,131620,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,25535,256050,0.544227159326732,-0.00619151526525131,,,icd_first_occurrence-131620-both_sexes--
Y75.2 Laparoscopic approach to abdominal cavity NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,10319,271267,0.545411371084095,-0.0121294527650512,,,categorical-41210-both_sexes-Y752-
Pneumonia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3987,277556,0.546260818441655,-0.00841848873262286,,,categorical-20002-both_sexes-1398-
Bisoprolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4032,277511,0.548226677745122,-0.0192915188622015,,,categorical-20003-both_sexes-1140879760-
Weighted-mean OD in tract corticospinal tract (left),25685,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.549083412143918,-0.00925217762724293,,,continuous-25685-both_sexes--irnt
Cancer diagnosed by doctor,2453,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,21927,258643,0.550178856183069,-0.00851832828045615,,,categorical-2453-both_sexes--
E14 Unspecified diabetes mellitus,130714,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,12379,269206,0.552671959812628,0.0111255515484734,,,icd_first_occurrence-130714-both_sexes--
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,38329,240182,0.552687510836256,0.00684864627921443,,,categorical-6154-both_sexes-1-
Co-codamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6582,274961,0.552936292655125,-0.0149526806605251,,,categorical-20003-both_sexes-1140923346-
H22.9 Unspecified diagnostic endoscopic examination of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,21348,260238,0.553316055041765,-0.00515882952559489,,,categorical-41200-both_sexes-H229-
Weighted-mean L2 in tract superior longitudinal fasciculus (left),25617,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.553697710715196,-0.00447839006562858,,,continuous-25617-both_sexes--irnt
Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),25482,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.553790462991669,-0.00287021508218049,,,continuous-25482-both_sexes--irnt
Oestradiol,30800,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,43259,,0.554174886228268,0.00514249020067008,,,continuous-30800-both_sexes--irnt
Mean L1 in cingulum cingulate gyrus on FA skeleton (right),25234,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.5541909829392,0.00496429895265185,,,continuous-25234-both_sexes--irnt
Weighted-mean MD in tract superior longitudinal fasciculus (right),25537,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.554341632403575,-0.00198903679534263,,,continuous-25537-both_sexes--irnt
Ventricular rate,12336,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,18166,,0.555257578840094,-0.00840245819487697,,,continuous-12336-both_sexes--irnt
Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4052,149296,0.555873461257494,-0.0187955716173022,,,categorical-41200-both_sexes-Q181-
Appendicitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2745,278798,0.556452604675966,0.00324039383993357,,,categorical-20002-both_sexes-1502-
Weighted-mean MO in tract acoustic radiation (left),25542,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.556880295434412,0.00950000013327481,,,continuous-25542-both_sexes--irnt
Median BOLD effect (in group-defined mask) for faces activation,25044,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.558193314199133,0.00938129058478262,,,continuous-25044-both_sexes--irnt
Mean FA in superior corona radiata on FA skeleton (left),25081,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.558729603460411,-0.00322590626750148,,,continuous-25081-both_sexes--irnt
Mean MD in pontine crossing tract on FA skeleton,25105,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.560193771426196,0.00780298703163651,,,continuous-25105-both_sexes--irnt
Mean OD in cingulum cingulate gyrus on FA skeleton (right),25426,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.560219881691778,-0.00358334233165953,,,continuous-25426-both_sexes--irnt
Mean MD in cingulum cingulate gyrus on FA skeleton (right),25138,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.560640387571442,0.00919592101795782,,,continuous-25138-both_sexes--irnt
Mean L2 in cerebral peduncle on FA skeleton (left),25263,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.561697148180317,0.00909105347172101,,,continuous-25263-both_sexes--irnt
N35 Urethral stricture,132064,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2591,278994,0.562856820859749,-0.0233579612963537,,,icd_first_occurrence-132064-both_sexes--
M65 Synovitis and tenosynovitis,131938,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,10183,271402,0.562920491975962,-0.0118223334314113,,,icd_first_occurrence-131938-both_sexes--
Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,25054,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.563714851363539,0.00918357233706642,,,continuous-25054-both_sexes--irnt
M24 Other specific joint derangements,131886,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2450,279135,0.563796890109565,-0.0235225514205952,,,icd_first_occurrence-131886-both_sexes--
Mean FA in tapetum on FA skeleton (left),25103,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.564397964700387,-0.00926626973440307,,,continuous-25103-both_sexes--irnt
Creatinine,30700,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268410,,0.56458187150494,0.0017334176535065,,,continuous-30700-both_sexes--irnt
Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right),25474,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.564696521689064,0.00723179731447174,,,continuous-25474-both_sexes--irnt
Weighted-mean L3 in tract medial lemniscus (left),25640,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.56628949735477,0.00920285452668127,,,continuous-25640-both_sexes--irnt
Weighted-mean OD in tract forceps major,25687,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.567412052193059,-0.00912953229624857,,,continuous-25687-both_sexes--irnt
Weighted-mean L1 in tract superior longitudinal fasciculus (right),25591,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.567424436999683,0.00445585858022658,,,continuous-25591-both_sexes--irnt
Volume of grey matter in Putamen (right),25883,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.568071611917134,0.0000174225559447295,,,continuous-25883-both_sexes--irnt
Weighted-mean FA in tract uncinate fasciculus (left),25513,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.569190645786877,0.00901135756432271,,,continuous-25513-both_sexes--irnt
H57 Other disorders of eye and adnexa,131216,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,4305,277280,0.569515203695404,0.00727848544696765,,,icd_first_occurrence-131216-both_sexes--
Mean FA in posterior limb of internal capsule on FA skeleton (left),25075,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.570331680421791,-0.00413349694847242,,,continuous-25075-both_sexes--irnt
Ear/vestibular disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2401,279142,0.570955175843406,-0.00489568507892441,,,categorical-20002-both_sexes-1415-
Weighted-mean MO in tract forceps minor,25553,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.572131967849329,-0.00907426948772453,,,continuous-25553-both_sexes--irnt
Trunk predicted mass,23130,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276472,,0.572335156060352,0.000330411322317408,,,continuous-23130-both_sexes--irnt
Losartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2444,279099,0.573882540085425,-0.0234386361889084,,,categorical-20003-both_sexes-1140916356-
Weighted-mean MO in tract middle cerebellar peduncle,25558,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.574071500603569,0.0000433185261971918,,,continuous-25558-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,13211,79887,0.574826600064392,0.00454590124398633,,,categorical-20544-both_sexes-15-
QRS duration,12340,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,18166,,0.574902941254898,-0.00384163088130908,,,continuous-12340-both_sexes--irnt
Mean ICVF in fornix cres+stria terminalis on FA skeleton (right),25382,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.575520053693632,-0.00907499865891339,,,continuous-25382-both_sexes--irnt
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,3282,89850,0.576384344846878,0.00588548766874919,,,categorical-20546-both_sexes-1-
B98 Other specified infectious agents as the cause of diseases classified to other chapters,130342,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1895,279690,0.577010740200775,0.0260928045747016,,,icd_first_occurrence-130342-both_sexes--
Mean OD in uncinate fasciculus on FA skeleton (right),25436,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.577091512714595,-0.00509177722042607,,,continuous-25436-both_sexes--irnt
Stroke volume during PWA,12686,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,16925,,0.577439782286831,0.00766117178974056,,,continuous-12686-both_sexes--irnt
Weighted-mean MO in tract superior thalamic radiation (left),25565,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.57787937124322,-0.00351336437640503,,,continuous-25565-both_sexes--irnt
Volume of grey matter in Occipital Fusiform Gyrus (left),25860,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.577936072884728,0.00000584207854135088,,,continuous-25860-both_sexes--irnt
Weighted-mean L1 in tract anterior thalamic radiation (left),25571,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.578584343235952,0.0080186165864686,,,continuous-25571-both_sexes--irnt
Q08.9 Unspecified vaginal excision of uterus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1993,151355,0.578821140739721,-0.000655344376804358,,,categorical-41210-both_sexes-Q089-
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2546,279039,0.578943218707917,0.00755815438839623,,,icd_first_occurrence-131556-both_sexes--
Tonsillectomy / tonsil surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,13914,267629,0.579574328067963,0.00987500833869697,,,categorical-20004-both_sexes-1561-
Mean MD in sagittal stratum on FA skeleton (left),25135,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.579746881403118,-0.00156232482830806,,,continuous-25135-both_sexes--irnt
Mean L3 in splenium of corpus callosum on FA skeleton,25300,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.579815400594735,-0.00418055618390407,,,continuous-25300-both_sexes--irnt
Mean reticulocyte volume,30260,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268453,,0.580456514741144,-0.0015523993515129,,,continuous-30260-both_sexes--irnt
Weighted-mean ICVF in tract superior thalamic radiation (right),25674,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.581648635745754,-0.00867636000845304,,,continuous-25674-both_sexes--irnt
Total thigh muscle volume,22409,continuous,,UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition,,5282,,0.582350817155071,-0.00300294218857341,,,continuous-22409-both_sexes--irnt
Mean ISOVF in posterior limb of internal capsule on FA skeleton (right),25458,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.582790315498179,-0.0088618086092739,,,continuous-25458-both_sexes--irnt
Weighted-mean MD in tract anterior thalamic radiation (left),25517,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.582806200094135,0.00794649102609164,,,continuous-25517-both_sexes--irnt
Volume of grey matter in Temporal Occipital Fusiform Cortex (left),25858,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.583160584883554,-0.00801163902904501,,,continuous-25858-both_sexes--irnt
Frequency of feeling guilt or remorse after drinking alcohol in last year,20409,continuous,,Online follow-up > Mental health > Alcohol use,,51440,,0.584342679243803,0.00261764857162251,,,continuous-20409-both_sexes--
I34 Nonrheumatic mitral valve disorders,131322,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2445,279140,0.585618870349187,-0.0231171992243393,,,icd_first_occurrence-131322-both_sexes--
Mean ICVF in posterior thalamic radiation on FA skeleton (left),25373,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.58593336742221,0.00163741479938073,,,continuous-25373-both_sexes--irnt
Weighted-mean L1 in tract forceps minor,25580,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.585953528591903,-0.00179464021943514,,,continuous-25580-both_sexes--irnt
K59 Other functional intestinal disorders,131640,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,12717,268868,0.586253659373782,0.00941912538704714,,,icd_first_occurrence-131640-both_sexes--
Trunk fat-free mass,23129,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276500,,0.586763478355176,0.000366994310880815,,,continuous-23129-both_sexes--irnt
Mean MO in uncinate fasciculus on FA skeleton (left),25197,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.588434273221482,-0.00891076816151255,,,continuous-25197-both_sexes--irnt
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,100268,180126,0.588434832017305,0.00359476530844746,,,categorical-20116-both_sexes-1-
Mean MO in medial lemniscus on FA skeleton (right),25160,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.588769899998439,0.00885318229732495,,,continuous-25160-both_sexes--irnt
Mean FA in anterior limb of internal capsule on FA skeleton (left),25073,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.589195407126658,-0.00870513300927313,,,continuous-25073-both_sexes--irnt
I67 Other cerebrovascular diseases,131374,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2745,278840,0.589477284692564,0.0213957908204916,,,icd_first_occurrence-131374-both_sexes--
Mean FA in sagittal stratum on FA skeleton (right),25086,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.591196184953306,0.00874147520474173,,,continuous-25086-both_sexes--irnt
Q17.1 Endoscopic resection of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3752,149596,0.59166129367282,-0.00657393522569683,,,categorical-41200-both_sexes-Q171-
Weighted-mean L3 in tract corticospinal tract (right),25632,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.592333198242764,0.00872782427617178,,,continuous-25632-both_sexes--irnt
Mean ICVF in external capsule on FA skeleton (left),25377,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.592475873769321,-0.00115113742026509,,,continuous-25377-both_sexes--irnt
Mean L2 in body of corpus callosum on FA skeleton,25251,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.592640408563592,-0.00102078527419817,,,continuous-25251-both_sexes--irnt
Z28.4 Transverse colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5559,276027,0.592914928367022,-0.00227955181202913,,,categorical-41210-both_sexes-Z284-
Mean ICVF in medial lemniscus on FA skeleton (right),25352,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.593919217482855,-0.00850413883879452,,,continuous-25352-both_sexes--irnt
Weighted-mean L3 in tract acoustic radiation (right),25624,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.594043639289617,-0.00873655695038868,,,continuous-25624-both_sexes--irnt
Median T2star in thalamus (right),25027,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.59414627573707,-0.000106830256067336,,,continuous-25027-both_sexes--irnt
Mean L1 in retrolenticular part of internal capsule on FA skeleton (left),25221,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.595245496847918,0.00871202024804824,,,continuous-25221-both_sexes--irnt
E04 Other non-toxic goitre,130698,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2623,278962,0.596180542560458,-0.00756983611885823,,,icd_first_occurrence-130698-both_sexes--
Weighted-mean OD in tract parahippocampal part of cingulum (right),25684,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.596246914534551,0.00848389389235212,,,continuous-25684-both_sexes--irnt
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,93216,,0.596318207723294,0.000803014035226065,,,continuous-20405-both_sexes--
Volume of grey matter in Crus II Cerebellum (right),25905,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.597189733440108,-0.00674365248185647,,,continuous-25905-both_sexes--irnt
N48 Other disorders of penis,132088,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3732,124506,0.597775584976563,-0.0182279638530436,,,icd_first_occurrence-132088-both_sexes--
Mean L2 in cingulum hippocampus on FA skeleton (left),25285,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.597934247430336,-0.00863239131324048,,,continuous-25285-both_sexes--irnt
Mean FA in inferior cerebellar peduncle on FA skeleton (left),25067,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.598670329870273,0.00857745011932121,,,continuous-25067-both_sexes--irnt
Weighted-mean MD in tract acoustic radiation (left),25515,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.600144989952015,-0.00876813415806067,,,continuous-25515-both_sexes--irnt
