Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
H90 Conductive and sensorineural hearing loss,131258,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,4147,277438,0.734167907662725,-0.0408016354009959,,,icd_first_occurrence-131258-both_sexes--
A41 Other septicaemia,130070,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,4071,277514,0.734646223798194,-0.0408240208965393,,,icd_first_occurrence-130070-both_sexes--
Shoulder surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4232,277311,0.735403021566148,-0.0406908842588021,,,categorical-20004-both_sexes-1499-
Ear surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4376,277167,0.735672062983227,-0.0407028731536215,,,categorical-20004-both_sexes-1127-
"Heel bone mineral density (BMD) T-score, automated",78,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,153237,,0.736091846904941,0.00447995963011752,,,continuous-78-both_sexes--irnt
Z50.4 Skin of leg NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4519,277067,0.737450281473537,-0.0407150562724971,,,categorical-41210-both_sexes-Z504-
Ranitidine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4554,276989,0.73765216859332,-0.0407105026059336,,,categorical-20003-both_sexes-1140879406-
Apolipoprotein A,30630,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,244741,,0.737917249918071,-0.00471446481321165,,,continuous-30630-both_sexes--irnt
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,3881,96614,0.738459587248926,-0.0428911295646938,,,categorical-6148-both_sexes-2-
N48 Other disorders of penis,132088,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3732,124506,0.738662743423366,-0.0413064257902615,,,icd_first_occurrence-132088-both_sexes--
Citalopram,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4805,276738,0.739600926853928,-0.0407091794774231,,,categorical-20003-both_sexes-1140921600-
Pneumonia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3987,277556,0.74080994035915,-0.0406778301085531,,,categorical-20002-both_sexes-1398-
K42 Umbilical hernia,131616,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4051,277534,0.741016654105998,-0.0408536867996603,,,icd_first_occurrence-131616-both_sexes--
"M76 Enthesopathies of lower limb, excluding foot",131956,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,4588,276997,0.741207111123172,-0.0406968634182556,,,icd_first_occurrence-131956-both_sexes--
Frequency of consuming six or more units of alcohol,20416,continuous,,Online follow-up > Mental health > Alcohol use,,85780,,0.741415076884762,0.00887364334530118,,,continuous-20416-both_sexes--
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,3282,89850,0.741584770228542,-0.0420518322122623,,,categorical-20546-both_sexes-1-
Ever used hormone-replacement therapy (HRT),2814,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,59542,93303,0.741766664794141,-0.00230331967386771,,,categorical-2814-both_sexes--
R24.9 All normal delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5023,148325,0.742762108108304,-0.0470318705958625,,,categorical-41200-both_sexes-R249-
Alendronate sodium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3301,278242,0.743038475004245,-0.0410629710748699,,,categorical-20003-both_sexes-1140922174-
Age when last used oral contraceptive pill,2804,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,110192,,0.743040728581181,-0.0013456889426986,,,continuous-2804-both_sexes--irnt
N20 Calculus of kidney and ureter,132036,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,4243,277342,0.743709486705879,-0.0408076259767558,,,icd_first_occurrence-132036-both_sexes--
Laparoscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4963,148365,0.743753655694405,-0.0413524573980906,,,categorical-20004-both_sexes-1520-
Evening primrose oil,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4228,149100,0.744797396439719,-0.0410593881283896,,,categorical-20003-both_sexes-1140916682-
J33 Nasal polyp,131470,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4300,277285,0.745008502531866,-0.0407717415377865,,,icd_first_occurrence-131470-both_sexes--
A04 Other bacterial intestinal infections,130008,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,4072,277513,0.745697613741782,-0.0407265830283683,,,icd_first_occurrence-130008-both_sexes--
Q17.1 Endoscopic resection of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3752,149596,0.747115910036869,-0.0410337047860647,,,categorical-41200-both_sexes-Q171-
I44 Atrioventricular and left bundle-branch block,131342,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3571,278014,0.747583934215283,-0.0410073668026097,,,icd_first_occurrence-131342-both_sexes--
Frequency of failure to fulfil normal expectations due to drinking alcohol in last year,20407,continuous,,Online follow-up > Mental health > Alcohol use,,51479,,0.747750106195176,-0.00402587163255428,,,continuous-20407-both_sexes--
H57 Other disorders of eye and adnexa,131216,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,4305,277280,0.748797419656717,-0.0406843722237709,,,icd_first_occurrence-131216-both_sexes--
Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4052,149296,0.749395648327162,-0.041043256300422,,,categorical-41200-both_sexes-Q181-
Knee replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3454,278089,0.749990320238825,-0.0409018301559079,,,categorical-20004-both_sexes-1319-
Ever addicted to prescription or over-the-counter medication,20503,categorical,,Online follow-up > Mental health > Addictions,,755,4675,0.750648403675764,,,,categorical-20503-both_sexes--
M45.9 Unspecified diagnostic endoscopic examination of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,18397,263189,0.750710414241495,0.0124521420283441,,,categorical-41200-both_sexes-M459-
Recent lack of interest or pleasure in doing things,20514,continuous,,Online follow-up > Mental health > Depression,,93113,,0.750740961448494,0.00347691906490934,,,continuous-20514-both_sexes--
Gout,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3709,124506,0.750838956515796,-0.0412998583586275,,,categorical-20002-both_sexes-1466-
K04 Diseases of pulp and periapical tissues,131560,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4291,277294,0.750840920444919,-0.0406531240708898,,,icd_first_occurrence-131560-both_sexes--
Cholecystectomy/gall bladder removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11057,270486,0.751766850520433,0.00458528718895841,,,categorical-20004-both_sexes-1455-
Calcichew d3 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2711,278832,0.753437773592847,-0.0410655556021145,,,categorical-20003-both_sexes-1140871050-
Stroke,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3651,277892,0.753952536679438,-0.0408689707289112,,,categorical-20002-both_sexes-1081-
"N28 Other disorders of kidney and ureter, not elsewhere classified",132050,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3749,277836,0.754086560832992,-0.0407240286954316,,,icd_first_occurrence-132050-both_sexes--
Ever seen an un-real vision,20471,categorical,,Online follow-up > Mental health > Unusual and psychotic experiences,,2970,89415,0.754155360518766,-0.0415799798503698,,,categorical-20471-both_sexes--
"J18 Pneumonia, organism unspecified",131456,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,13428,268157,0.755537347287217,-0.00519507792820526,,,icd_first_occurrence-131456-both_sexes--
K56 Paralytic ileus and intestinal obstruction without hernia,131634,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3715,277870,0.755593276999,-0.0406779409550077,,,icd_first_occurrence-131634-both_sexes--
H33 Retinal detachments and breaks,131178,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,3578,278007,0.758109443122427,-0.040666753362783,,,icd_first_occurrence-131178-both_sexes--
Ovarian cyst removal/surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3309,150019,0.758545879985263,-0.0409495052292699,,,categorical-20004-both_sexes-1506-
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",131466,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3710,277875,0.759119326952552,-0.0406537405929787,,,icd_first_occurrence-131466-both_sexes--
G40 Epilepsy,131048,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3999,277586,0.759948094376342,-0.0406000807183172,,,icd_first_occurrence-131048-both_sexes--
N90 Other noninflammatory disorders of vulva and perineum,132142,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3579,149768,0.76025683401048,-0.0409782406318407,,,icd_first_occurrence-132142-both_sexes--
Garlic product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3663,277880,0.761467465533982,-0.0406940943785587,,,categorical-20003-both_sexes-1140911732-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,7799,37119,0.762471973049033,-0.00200307631408818,,,categorical-20536-both_sexes-1-
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12030,141298,0.763806091315437,0.000994758363820735,,,categorical-20004-both_sexes-1355-
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,75412,205512,0.764461517586514,-0.0104999599780464,,,categorical-6150-both_sexes-4-
K43 Ventral hernia,131618,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3467,278118,0.764709144658995,-0.0406364562089358,,,icd_first_occurrence-131618-both_sexes--
L87.4 Avulsion of varicose vein of leg,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4031,277555,0.764774143485617,-0.0406393288872768,,,categorical-41210-both_sexes-L874-
B05 Measles,130184,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,5044,276541,0.765227615602461,-0.0406518334228165,,,icd_first_occurrence-130184-both_sexes--
Age at hysterectomy,2824,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,28384,,0.765926993684222,-0.00420058022540014,,,continuous-2824-both_sexes--irnt
Mastectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2800,150528,0.766002645825408,-0.0409556965323825,,,categorical-20004-both_sexes-1368-
K37 Unspecified appendicitis,131608,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3808,277777,0.766074882893506,-0.0407981318694604,,,icd_first_occurrence-131608-both_sexes--
E03 Other hypothyroidism,130696,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,19152,262433,0.767175154964067,-0.0174613277023664,,,icd_first_occurrence-130696-both_sexes--
Age last used hormone-replacement therapy (HRT),3546,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,44368,,0.767898735590766,0.00897401615592081,,,continuous-3546-both_sexes--irnt
J20 Acute bronchitis,131458,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3007,278578,0.768008311127196,-0.0408028392679065,,,icd_first_occurrence-131458-both_sexes--
Thyroxine product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3290,278253,0.768221858996178,-0.0407962603682486,,,categorical-20003-both_sexes-1140884516-
I47 Paroxysmal tachycardia,131348,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3399,278186,0.769193970730977,-0.040652869496515,,,icd_first_occurrence-131348-both_sexes--
Cataract extraction/lens implant,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3071,278472,0.769364469203057,-0.0407582065412162,,,categorical-20004-both_sexes-1435-
Q18.8 Other specified diagnostic endoscopic examination of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2918,150430,0.769750017178364,-0.0409008009327286,,,categorical-41200-both_sexes-Q188-
Wants to stop smoking,3496,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,20577,,0.77106434921954,-0.00548435932344672,,,continuous-3496-both_sexes--
W37.1 Primary total prosthetic replacement of hip joint using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3288,278298,0.772299735322902,-0.0409140139781392,,,categorical-41200-both_sexes-W371-
Vaginal prolapse/colposuspension,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2670,150658,0.773258851691816,-0.0409803675603335,,,categorical-20004-both_sexes-1361-
Diverticular disease/diverticulitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3112,278431,0.774469590461185,-0.0407369799825869,,,categorical-20002-both_sexes-1458-
N17.1 Bilateral vasectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3030,125208,0.774615475992295,-0.0419878247352384,,,categorical-41200-both_sexes-N171-
I63 Cerebral infarction,131366,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3189,278396,0.775045531341863,-0.0408555097350773,,,icd_first_occurrence-131366-both_sexes--
K13 Other diseases of lip and oral mucosa,131578,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3799,277786,0.77530514283423,-0.0405727796299266,,,icd_first_occurrence-131578-both_sexes--
U20.1 Transthoracic echocardiography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3148,278438,0.775955432902202,-0.0407663526954042,,,categorical-41210-both_sexes-U201-
Y53.9 Unspecified approach to organ under image control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3463,278123,0.776218992698297,-0.0406313878491847,,,categorical-41210-both_sexes-Y539-
M17 Gonarthrosis [arthrosis of knee],131872,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,19933,261652,0.776444942758468,-0.0172947080337618,,,icd_first_occurrence-131872-both_sexes--
Anxiety/panic attacks,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3902,277641,0.776485306203238,-0.0405641890618124,,,categorical-20002-both_sexes-1287-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,4029,148582,0.776693604426632,-0.0437866968667375,,,categorical-6153-both_sexes-5-
O70 Perineal laceration during delivery,132264,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,3938,149409,0.776976386764013,-0.0454323910944631,,,icd_first_occurrence-132264-both_sexes--
Bilateral oophorectomy (both ovaries removed),2834,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,12390,138785,0.777503949805318,-0.000847112082399462,,,categorical-2834-both_sexes--
Glaucoma,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2899,278644,0.778410694829056,-0.0407648377713785,,,categorical-20002-both_sexes-1277-
Z50.1 Skin of arm,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3297,278289,0.77919149644906,-0.0405453065847886,,,categorical-41210-both_sexes-Z501-
"M53 Other dorsopathies, not elsewhere classified",131926,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3562,278023,0.779649970065503,-0.0405695357936195,,,icd_first_occurrence-131926-both_sexes--
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,9369,64773,0.77973260436408,0.0177570178275467,,,categorical-20126-both_sexes-4-
Spine or back surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3291,278252,0.780126286350709,-0.0405477110824196,,,categorical-20004-both_sexes-1320-
Squint correction,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3731,277812,0.780586691336993,-0.0405378783488469,,,categorical-20004-both_sexes-1491-
G55 Nerve root and plexus compressions in diseases classified elsewhere,131072,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3398,278187,0.781961497132738,-0.0405247207817523,,,icd_first_occurrence-131072-both_sexes--
M45.9 Unspecified diagnostic endoscopic examination of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3506,278080,0.78254208223374,-0.0405615178519934,,,categorical-41210-both_sexes-M459-
K51 Ulcerative colitis,131628,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3184,278401,0.782549110240397,-0.0405359287912539,,,icd_first_occurrence-131628-both_sexes--
K60 Fissure and fistula of anal and rectal regions,131642,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3473,278112,0.782763474549427,-0.0405870487447583,,,icd_first_occurrence-131642-both_sexes--
Vitamin c product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3518,278025,0.782770481989893,-0.040536258361375,,,categorical-20003-both_sexes-1140909726-
W38.1 Primary total prosthetic replacement of hip joint not using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2756,278830,0.78315134187561,-0.040644050330561,,,categorical-41200-both_sexes-W381-
Candesartan cilexetil,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3099,278444,0.783211233884063,-0.0406529188051043,,,categorical-20003-both_sexes-1141156836-
Carpal tunnel surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2940,278603,0.784697727697936,-0.0406102121403014,,,categorical-20004-both_sexes-1501-
Coronary angioplasty (ptca) +/- stent,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2829,278714,0.785213023609975,-0.0411191655959847,,,categorical-20004-both_sexes-1070-
Multivitamin+mineral preparations,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3778,277765,0.786380259165976,-0.0405524108576845,,,categorical-20003-both_sexes-1140876592-
Z70.5 Lower end of radius NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2969,278617,0.787173456509267,-0.040652780150406,,,categorical-41210-both_sexes-Z705-
Breast cyst/abscess removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2601,150727,0.787897070761999,-0.0408249711364191,,,categorical-20004-both_sexes-1513-
Saturated fat,100006,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.787991311770152,-0.00690926548351072,,,continuous-100006-both_sexes--irnt
Salbutamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3329,278214,0.788028442064608,-0.0405418277202867,,,categorical-20003-both_sexes-1140881856-
Allopurinol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2924,125291,0.788338465657024,-0.0411434453221453,,,categorical-20003-both_sexes-1140875408-
Fluid intelligence score,20191,continuous,,Online follow-up > Cognitive function online > Fluid intelligence / reasoning,,73386,,0.788382734713942,-0.0061034272771115,,,continuous-20191-both_sexes--irnt
Z92.4 Chest NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2962,278624,0.788958011246739,-0.040629632120237,,,categorical-41210-both_sexes-Z924-
Potassium,100016,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.789018575742255,-0.00142095774119003,,,continuous-100016-both_sexes--irnt
X29.2 Continuous intravenous infusion of therapeutic substance NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3111,278475,0.789193771563132,-0.0405370285661599,,,categorical-41200-both_sexes-X292-
J00 Acute nasopharyngitis [common cold],131424,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3093,278492,0.789344041345962,-0.0405476460504599,,,icd_first_occurrence-131424-both_sexes--
Rheumatoid arthritis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3146,278397,0.789655324778975,-0.0405834728856687,,,categorical-20002-both_sexes-1464-
H01 Other inflammation of eyelid,131130,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,2805,278780,0.789667808093511,-0.0406244454258813,,,icd_first_occurrence-131130-both_sexes--
N87 Dysplasia of cervix uteri,132136,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,4385,148962,0.789756835912772,-0.0410472323979091,,,icd_first_occurrence-132136-both_sexes--
H65 Nonsuppurative otitis media,131228,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,3377,278208,0.791504895084529,-0.0405081939413992,,,icd_first_occurrence-131228-both_sexes--
Warfarin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2703,278840,0.791684598835987,-0.0408831191499541,,,categorical-20003-both_sexes-1140888266-
Thyroidectomy/partial thyroidectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2681,278862,0.792512749644104,-0.0406757160836693,,,categorical-20004-both_sexes-1432-
P23.2 Anterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2368,150980,0.792640664768843,-0.0408810603044639,,,categorical-41200-both_sexes-P232-
I67 Other cerebrovascular diseases,131374,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2745,278840,0.79355247001364,-0.0406708192679817,,,icd_first_occurrence-131374-both_sexes--
K75.1 Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2770,278816,0.794339870865285,-0.0408473819785671,,,categorical-41200-both_sexes-K751-
H52 Disorders of refraction and accommodation,131208,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,2944,278641,0.794770113953881,-0.0405115392995891,,,icd_first_occurrence-131208-both_sexes--
L71 Rosacea,131792,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,3334,278251,0.794864940425383,-0.0405773038525154,,,icd_first_occurrence-131792-both_sexes--
J04 Acute laryngitis and tracheitis,131432,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,2582,279003,0.795350028638336,-0.0406843187491827,,,icd_first_occurrence-131432-both_sexes--
Ramipril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,13057,268486,0.795424192182536,-0.00509324964990357,,,categorical-20003-both_sexes-1140860806-
Cetirizine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3189,278354,0.795665444933979,-0.0404978766619645,,,categorical-20003-both_sexes-1140883504-
V54.4 Injection around spinal facet of spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3078,278508,0.795816345447053,-0.040531037788259,,,categorical-41200-both_sexes-V544-
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,2217,98278,0.797817035254235,-0.0417170099925119,,,categorical-6148-both_sexes-5-
L91 Hypertrophic disorders of skin,131824,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2770,278815,0.797956794555719,-0.0405691552781253,,,icd_first_occurrence-131824-both_sexes--
E86 Volume depletion,130826,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2734,278851,0.798801395542238,-0.0406159938878375,,,icd_first_occurrence-130826-both_sexes--
"Forced expiratory volume in 1-second (FEV1), predicted",20153,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.798976079971185,0.00168409597659621,,,continuous-20153-both_sexes--irnt
V55.1 One level of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2971,278615,0.799236816403502,-0.0404827486648988,,,categorical-41210-both_sexes-V551-
Dilatation and curettage/d+c,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,15951,137377,0.799660422863834,-0.00969199950976701,,,categorical-20004-both_sexes-1510-
M89 Other disorders of bone,131980,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2914,278671,0.80057263770325,-0.0405797958309582,,,icd_first_occurrence-131980-both_sexes--
Y80.2 Inhalation anaesthetic using endotracheal intubation NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2235,279351,0.80140626709279,-0.0405677123662371,,,categorical-41210-both_sexes-Y802-
Coronary artery bypass grafts (cabg),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1930,279613,0.801561937597891,-0.0414430506239675,,,categorical-20004-both_sexes-1095-
Z81.4 Shoulder joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3053,278533,0.801665711920815,-0.0404842197306114,,,categorical-41210-both_sexes-Z814-
Sodium in urine,30530,continuous,,Biological samples > Assay results > Urine assays,,273010,,0.801836368033752,-0.00217099724357099,,,continuous-30530-both_sexes--irnt
W28.3 Removal of internal fixation from bone NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2826,278760,0.801972766290661,-0.0404773687742204,,,categorical-41200-both_sexes-W283-
L85.1 Ligation of long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3158,278428,0.802624387660659,-0.0405086201362522,,,categorical-41200-both_sexes-L851-
Tramadol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3080,278463,0.802907914880174,-0.0405165842395361,,,categorical-20003-both_sexes-1140864992-
Urea,30670,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268366,,0.803090302409988,-0.00389616278612195,,,continuous-30670-both_sexes--irnt
B36 Other superficial mycoses,130228,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3270,278315,0.803464196688311,-0.0405218756298739,,,icd_first_occurrence-130228-both_sexes--
Q10.3 Dilation of cervix uteri and curettage of uterus NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2708,150640,0.803536597605029,-0.0409620144029993,,,categorical-41200-both_sexes-Q103-
I35 Nonrheumatic aortic valve disorders,131324,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2598,278987,0.804741407491471,-0.0406869406275735,,,icd_first_occurrence-131324-both_sexes--
Felodipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2416,279127,0.805660021050644,-0.040609641565093,,,categorical-20003-both_sexes-1140888646-
Basal cell carcinoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2607,278936,0.805905125158157,-0.0405264305073985,,,categorical-20001-both_sexes-1061-
E04 Other non-toxic goitre,130698,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2623,278962,0.806118045840934,-0.0406090977335457,,,icd_first_occurrence-130698-both_sexes--
Appendicitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2745,278798,0.806755939941554,-0.0407798080716324,,,categorical-20002-both_sexes-1502-
Insulin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2690,278853,0.806907258438898,-0.0405555545557556,,,categorical-20003-both_sexes-1140883066-
N76 Other inflammation of vagina and vulva,132118,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2784,150563,0.808035943406592,-0.0407307611662138,,,icd_first_occurrence-132118-both_sexes--
