Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Volume of amygdala (left),25021,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.551624832656226,0.00950051671417615,,,continuous-25021-both_sexes--irnt
Y58.8 Other specified harvest of skin for graft,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1236,280350,0.551674808996407,-0.0403028156457025,,,categorical-41210-both_sexes-Y588-
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,16258,265327,0.55307463113587,-0.011621527314227,,,icd_first_occurrence-131702-both_sexes--
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9028,272130,0.553579738078485,0.0095359354119954,,,categorical-20117-both_sexes-0-
Volume of grey matter in Pallidum (left),25884,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.55365243277402,0.00573456736467148,,,continuous-25884-both_sexes--irnt
Squint correction,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3731,277812,0.554519271138398,-0.0240014301776195,,,categorical-20004-both_sexes-1491-
J32 Chronic sinusitis,131468,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,7362,274223,0.554520536128069,0.0168039287930004,,,icd_first_occurrence-131468-both_sexes--
Ibuprofen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,35252,246291,0.554647115132447,-0.00847603080800759,,,categorical-20003-both_sexes-1140871310-
B86 Scabies,130320,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1361,280224,0.555366829391566,-0.0402674850681177,,,icd_first_occurrence-130320-both_sexes--
Z07.3 Spinal nerve root of lumbar spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1264,280322,0.555565779640703,-0.0402841508905855,,,categorical-41210-both_sexes-Z073-
A37 Whooping cough,130062,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1294,280291,0.556040962168451,-0.0402647151130776,,,icd_first_occurrence-130062-both_sexes--
L43 Lichen planus,131748,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1297,280288,0.556217127698837,-0.040284998967607,,,icd_first_occurrence-131748-both_sexes--
Posterior thigh lean muscle volume (right),22404,continuous,,UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition,,5376,,0.55760102082028,0.00331467604757228,,,continuous-22404-both_sexes--irnt
M65 Synovitis and tenosynovitis,131938,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,10183,271402,0.55763070219181,0.00219487826187091,,,icd_first_occurrence-131938-both_sexes--
Mean OD in superior longitudinal fasciculus on FA skeleton (left),25433,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.558136998628873,-0.0100746460714057,,,continuous-25433-both_sexes--irnt
Z49.3 Skin of anterior trunk,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3080,278506,0.558479895531246,0.0167268615087643,,,categorical-41210-both_sexes-Z493-
Emphysema/chronic bronchitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3840,277703,0.558836786826777,0.0153184818946934,,,categorical-20002-both_sexes-1113-
O82 Single delivery by caesarean section,132280,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1544,151803,0.560118675727158,-0.0408463459971956,,,icd_first_occurrence-132280-both_sexes--
"H93 Other disorders of ear, not elsewhere classified",131264,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8240,273345,0.560171236493795,0.00895274166438689,,,icd_first_occurrence-131264-both_sexes--
Volume of grey matter in Thalamus (right),25879,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.561068754539913,0.00213341485820069,,,continuous-25879-both_sexes--irnt
L21 Seborrhoeic dermatitis,131722,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,5792,275793,0.561108346754158,0.0103901793404069,,,icd_first_occurrence-131722-both_sexes--
Mean L2 in body of corpus callosum on FA skeleton,25251,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.561138070515636,-0.000767604909770383,,,continuous-25251-both_sexes--irnt
Weighted-mean FA in tract acoustic radiation (right),25489,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.562040852295931,-0.000126521959439693,,,continuous-25489-both_sexes--irnt
I95 Hypotension,131416,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5818,275767,0.563364076104656,0.0175555235056666,,,icd_first_occurrence-131416-both_sexes--
Recent poor appetite or overeating,20511,continuous,,Online follow-up > Mental health > Depression,,93231,,0.563851827256764,-0.00275016054722518,,,continuous-20511-both_sexes--
Seretide 50 evohaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3369,278174,0.563919755958372,-0.0238312008665358,,,categorical-20003-both_sexes-1141176832-
90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,25767,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.564131925306151,0.00999798947640454,,,continuous-25767-both_sexes--irnt
N17.1 Bilateral vasectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3030,125208,0.564537124371724,-0.0245069289246781,,,categorical-41200-both_sexes-N171-
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)",25870,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.565666577343369,0.00151210881174709,,,continuous-25870-both_sexes--irnt
I67 Other cerebrovascular diseases,131374,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,2745,278840,0.566049416879399,0.0000622013789991246,,,icd_first_occurrence-131374-both_sexes--
Leg fat percentage (right),23111,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276690,,0.566298825498975,-0.00163477645766488,,,continuous-23111-both_sexes--irnt
"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",25810,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.566775507478348,-0.00907201638339552,,,continuous-25810-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,1136,91938,0.568281384767571,0.003809752524156,,,categorical-20544-both_sexes-1-
Ferrous sulphate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1341,280202,0.568987190064634,-0.0403374734123977,,,categorical-20003-both_sexes-1140870390-
Endometrial ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1424,151904,0.569134910268162,0.00937637167113644,,,categorical-20004-both_sexes-1360-
Mean ICVF in anterior limb of internal capsule on FA skeleton (left),25361,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.570630296445114,0.00937911420292167,,,continuous-25361-both_sexes--irnt
Y53.4 Approach to organ under fluoroscopic control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,13808,267778,0.572516325552213,-0.0118763089627987,,,categorical-41210-both_sexes-Y534-
Mean MD in posterior limb of internal capsule on FA skeleton (right),25122,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.573184875626669,-0.00941546607507794,,,continuous-25122-both_sexes--irnt
K82 Other diseases of gallbladder,131678,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1821,279764,0.574064666524553,0.0261485544984375,,,icd_first_occurrence-131678-both_sexes--
Valsartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1302,280241,0.57454236194755,0.00417326644252326,,,categorical-20003-both_sexes-1141145660-
G35 Multiple sclerosis,131042,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1343,280242,0.575389584272882,-0.040279032008566,,,icd_first_occurrence-131042-both_sexes--
J34 Other disorders of nose and nasal sinuses,131472,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,9791,271794,0.575499744875748,0.000981487459753676,,,icd_first_occurrence-131472-both_sexes--
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,5418,68724,0.575543882640006,-0.0191946257197195,,,categorical-20126-both_sexes-3-
Weighted-mean FA in tract anterior thalamic radiation (right),25491,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.575564951394083,-0.0045423115119298,,,continuous-25491-both_sexes--irnt
M47.9 Unspecified urethral catheterisation of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1901,279685,0.575767086142436,0.01826666191519,,,categorical-41210-both_sexes-M479-
H35 Other retinal disorders,131182,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6389,275196,0.576073131713127,-0.002942363352055,,,icd_first_occurrence-131182-both_sexes--
Y82.1 Local anaesthetic nerve block,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1387,280199,0.576543969996376,0.00328422215046367,,,categorical-41210-both_sexes-Y821-
Y98.1 Radiology of one body area (or < 20 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,17051,264535,0.577378259358198,-0.0106153532168692,,,categorical-41210-both_sexes-Y981-
"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",25801,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.57774582146793,0.00387417969000066,,,continuous-25801-both_sexes--irnt
Weighted-mean OD in tract corticospinal tract (left),25685,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.578052575033553,0.00649270180692775,,,continuous-25685-both_sexes--irnt
J22 Unspecified acute lower respiratory infection,131462,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,33733,247852,0.578702085675659,0.0000243268486921057,,,icd_first_occurrence-131462-both_sexes--
Mean MD in superior fronto-occipital fasciculus on FA skeleton (left),25147,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.579264198136055,-0.00870346476049196,,,continuous-25147-both_sexes--irnt
Q18.9 Unspecified diagnostic endoscopic examination of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4206,149142,0.580220021518381,0.0215527864093874,,,categorical-41200-both_sexes-Q189-
Volume of grey matter in X Cerebellum (right),25920,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.580245061907409,0.00877762183645465,,,continuous-25920-both_sexes--irnt
Volume of grey matter in Paracingulate Gyrus (left),25836,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.580862586811762,-0.00859578179425627,,,continuous-25836-both_sexes--irnt
Mean FA in fornix cres+stria terminalis on FA skeleton (right),25094,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.58122894142429,0.000785740832722088,,,continuous-25094-both_sexes--irnt
Y53.1 Approach to organ under radiological control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5064,276522,0.583869924752308,0.0160076081625038,,,categorical-41210-both_sexes-Y531-
Allergy or anaphylactic reaction to food,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1259,280284,0.583976652698021,-0.0402636422228853,,,categorical-20002-both_sexes-1385-
D75 Other diseases of blood and blood-forming organs,130670,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1106,280479,0.584152439775166,-0.0402475120734121,,,icd_first_occurrence-130670-both_sexes--
Myomectomy/fibroids removed,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1594,151734,0.586662701602142,0.00430458777965439,,,categorical-20004-both_sexes-1509-
Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),25268,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.586715808922951,-0.00948343293084939,,,continuous-25268-both_sexes--irnt
R17.2 Elective lower uterine segment caesarean delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,152044,0.588250747778104,-0.0421403345926943,,,categorical-41200-both_sexes-R172-
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,13211,79887,0.588392051747437,0.000199996455060509,,,categorical-20544-both_sexes-15-
K75 Other inflammatory liver diseases,131668,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1118,280467,0.588649994135167,-0.0402397333319593,,,icd_first_occurrence-131668-both_sexes--
I63 Cerebral infarction,131366,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3189,278396,0.588684613667543,-0.0223154704891597,,,icd_first_occurrence-131366-both_sexes--
Minimum carotid IMT (intima-medial thickness) at 210 degrees ,22676,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18712,,0.588763239103707,0.0015637523718385,,,continuous-22676-both_sexes--irnt
Mean MO in external capsule on FA skeleton (right),25184,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.59008177811219,-0.0090509207248306,,,continuous-25184-both_sexes--irnt
Weighted-mean ISOVF in tract middle cerebellar peduncle,25720,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.590946593555375,-0.0092338328965954,,,continuous-25720-both_sexes--irnt
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",131466,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3710,277875,0.591303859163958,0.0199823071350195,,,icd_first_occurrence-131466-both_sexes--
Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),25457,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.591460108944999,-0.00149387760957747,,,continuous-25457-both_sexes--irnt
Beclomethasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1137,280406,0.592129061922994,-0.0402347499530854,,,categorical-20003-both_sexes-1140884654-
Volume of grey matter in Occipital Pole (right),25877,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.592780713492808,-0.00830373409217704,,,continuous-25877-both_sexes--irnt
Paracetamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,52127,229416,0.592894978697597,0.00112929892320593,,,categorical-20003-both_sexes-2038460150-
Weighted-mean L1 in tract superior thalamic radiation (left),25592,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.592971033778025,0.00860403952512065,,,continuous-25592-both_sexes--irnt
E10 Insulin-dependent diabetes mellitus,130706,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2271,279314,0.593282874187111,0.00960507083078498,,,icd_first_occurrence-130706-both_sexes--
High cholesterol,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,34270,247273,0.59428042173255,0.00777607167343579,,,categorical-20002-both_sexes-1473-
Mean OD in retrolenticular part of internal capsule on FA skeleton (left),25413,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.595436650438496,-0.00942851862048641,,,continuous-25413-both_sexes--irnt
Weighted-mean L1 in tract superior thalamic radiation (right),25593,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.596310387711949,0.00853005799562311,,,continuous-25593-both_sexes--irnt
Volume of grey matter in Intracalcarine Cortex (left),25828,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.596328837968712,0.00613909082378515,,,continuous-25828-both_sexes--irnt
K60 Fissure and fistula of anal and rectal regions,131642,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3473,278112,0.596680052646241,-0.0223097883737642,,,icd_first_occurrence-131642-both_sexes--
Volume of grey matter in Precentral Gyrus (left),25794,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.598152846466031,0.00833538739133221,,,continuous-25794-both_sexes--irnt
B96 Other bacterial agents as the cause of diseases classified to other chapters,130338,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,7068,274517,0.598442659094533,-0.00798835637348358,,,icd_first_occurrence-130338-both_sexes--
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,53407,20735,0.598982947505944,-0.00540007827312565,,,categorical-20126-both_sexes-0-
COVID-19 positive (controls only COVID-19 negative),COVID19,categorical,,,,849,5972,0.599191227375045,-0.0455922699647694,,,categorical-COVID19-both_sexes-C1_v2-06
K56 Paralytic ileus and intestinal obstruction without hernia,131634,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3715,277870,0.599216296258786,0.00651768190674651,,,icd_first_occurrence-131634-both_sexes--
H22.9 Unspecified diagnostic endoscopic examination of colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2641,278945,0.599777291807885,0.0249418205923304,,,categorical-41210-both_sexes-H229-
O63 Long labour,132250,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1373,151974,0.600559577224707,-0.0423251210673785,,,icd_first_occurrence-132250-both_sexes--
Atenolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,10578,270965,0.600888223041916,0.00727608997348742,,,categorical-20003-both_sexes-1140866738-
N40 Hyperplasia of prostate,132072,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,14657,113581,0.601475327431158,0.0109798934470738,,,icd_first_occurrence-132072-both_sexes--
"J90 Pleural effusion, not elsewhere classified",131534,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4781,276804,0.602676245998137,-0.00522136722320551,,,icd_first_occurrence-131534-both_sexes--
Mean L2 in cingulum cingulate gyrus on FA skeleton (right),25282,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.602789790627188,-0.00829904955672803,,,continuous-25282-both_sexes--irnt
Volume of grey matter in Insular Cortex (right),25785,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.603822457258169,-0.00808327808160094,,,continuous-25785-both_sexes--irnt
Mean MD in cingulum hippocampus on FA skeleton (left),25141,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.604037565027721,-0.00920860679223711,,,continuous-25141-both_sexes--irnt
Weighted-mean ISOVF in tract anterior thalamic radiation (left),25706,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.604254930968124,-0.00862289503254875,,,continuous-25706-both_sexes--irnt
Mean MO in uncinate fasciculus on FA skeleton (right),25196,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.605106344634447,-0.00626610734252984,,,continuous-25196-both_sexes--irnt
Mean ISOVF in anterior corona radiata on FA skeleton (left),25463,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.606340723353898,0.00591164293393437,,,continuous-25463-both_sexes--irnt
Mean L1 in superior corona radiata on FA skeleton (left),25225,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.607165758406789,0.00876476271866327,,,continuous-25225-both_sexes--irnt
Mean OD in superior corona radiata on FA skeleton (right),25416,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.607168993394708,-0.00922115170820431,,,continuous-25416-both_sexes--irnt
Mean L2 in inferior cerebellar peduncle on FA skeleton (right),25258,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.607342360698834,0.00893983984619988,,,continuous-25258-both_sexes--irnt
Mean L2 in fornix cres+stria terminalis on FA skeleton (right),25286,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.607477480728331,-0.00305207201088273,,,continuous-25286-both_sexes--irnt
F32 Depressive episode,130894,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,30034,251551,0.607839113917946,0.00811123725807449,,,icd_first_occurrence-130894-both_sexes--
Mean L3 in fornix cres+stria terminalis on FA skeleton (left),25335,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.608123480569799,0.00072604787584075,,,continuous-25335-both_sexes--irnt
I77 Other disorders of arteries and arterioles,131390,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1325,280260,0.608405837637201,0.00120776008521498,,,icd_first_occurrence-131390-both_sexes--
Calcium,100024,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.608893330191281,0.00570455120275033,,,continuous-100024-both_sexes--irnt
Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left),25243,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.60924957459282,-0.0063773760402758,,,continuous-25243-both_sexes--irnt
L71 Rosacea,131792,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,3334,278251,0.612989127693634,0.0119626556378931,,,icd_first_occurrence-131792-both_sexes--
Joint pain,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1043,280500,0.613455868085072,-0.0402787220117265,,,categorical-20002-both_sexes-1537-
"I64 Stroke, not specified as haemorrhage or infarction",131368,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4836,276749,0.61515576383649,-0.0175831394789234,,,icd_first_occurrence-131368-both_sexes--
Ever addicted to prescription or over-the-counter medication,20503,categorical,,Online follow-up > Mental health > Addictions,,755,4675,0.616055933576514,-0.0463438378157562,,,categorical-20503-both_sexes--
Pulse rate,4194,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,0.617071800588335,-0.000339340509330645,,,continuous-4194-both_sexes--irnt
Y82.3 Application of local anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3831,277755,0.617513732310043,0.0203545905438125,,,categorical-41210-both_sexes-Y823-
Mean L1 in superior longitudinal fasciculus on FA skeleton (right),25240,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.617814335507679,-0.00879442330671325,,,continuous-25240-both_sexes--irnt
Weighted-mean MD in tract superior thalamic radiation (left),25538,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.618598325601192,0.00835287058035409,,,continuous-25538-both_sexes--irnt
F09.1 Surgical removal of impacted wisdom tooth,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1174,280412,0.61862017554312,-0.0403107994062303,,,categorical-41200-both_sexes-F091-
Mean OD in retrolenticular part of internal capsule on FA skeleton (right),25412,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.61978965224145,0.007713454577166,,,continuous-25412-both_sexes--irnt
Colposcopy +/- biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1147,152181,0.620526856378412,-0.0404783332121752,,,categorical-20004-both_sexes-1522-
Mean ICVF in corticospinal tract on FA skeleton (left),25351,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.620603099069942,-0.00887207637085557,,,continuous-25351-both_sexes--irnt
Mean L1 in sagittal stratum on FA skeleton (left),25231,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.620655160638602,-0.0040296570847713,,,continuous-25231-both_sexes--irnt
F41 Other anxiety disorders,130906,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,13152,268433,0.6208309332017,-0.0118032473308896,,,icd_first_occurrence-130906-both_sexes--
I48 Atrial fibrillation and flutter,131350,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,14045,267540,0.621129127186433,-0.0105559271574093,,,icd_first_occurrence-131350-both_sexes--
Z67.6 Lumbosacral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1269,280317,0.621303172965635,0.00657940558860613,,,categorical-41210-both_sexes-Z676-
I26 Pulmonary embolism,131308,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4756,276829,0.621329263976085,0.00866622460774859,,,icd_first_occurrence-131308-both_sexes--
K26 Duodenal ulcer,131592,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4880,276705,0.621813700848701,-0.0171868401148317,,,icd_first_occurrence-131592-both_sexes--
Varicose vein surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11457,270086,0.622334596304062,0.0121779985405332,,,categorical-20004-both_sexes-1479-
Mean L3 in corticospinal tract on FA skeleton (left),25303,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.624019528703138,-0.00758020507669838,,,continuous-25303-both_sexes--irnt
Weighted-mean OD in tract posterior thalamic radiation (right),25697,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.624062585354671,-0.00847402029692618,,,continuous-25697-both_sexes--irnt
N89 Other noninflammatory disorders of vagina,132140,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7168,146179,0.624089010711741,0.00123852427365728,,,icd_first_occurrence-132140-both_sexes--
Median T2star in thalamus (left),25026,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.62461940189812,-0.00632016277262458,,,continuous-25026-both_sexes--irnt
M20 Acquired deformities of fingers and toes,131878,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,11724,269861,0.626387754948866,-0.00202271745447215,,,icd_first_occurrence-131878-both_sexes--
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,5020,69122,0.62700304055599,-0.00263336653602485,,,categorical-20126-both_sexes-5-
