Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Weighted-mean FA in tract inferior longitudinal fasciculus (right),25503,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.54756215583731,,,,continuous-25503-both_sexes--irnt
"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",25827,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.54817792619847,,,,continuous-25827-both_sexes--irnt
Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left),25708,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.549781915027798,,,,continuous-25708-both_sexes--irnt
H61 Other disorders of external ear,131224,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17767,263818,0.550260023988534,0.0255183944860828,,,icd_first_occurrence-131224-both_sexes--
Neutrophill percentage,30200,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.550855035655508,0.0010371292505299,,,continuous-30200-both_sexes--irnt
Median BOLD effect (in group-defined mask) for shapes activation,25040,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.551397632211218,,,,continuous-25040-both_sexes--irnt
Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),25781,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T2-weighted brain MRI,,15031,,0.551617283836267,,,,continuous-25781-both_sexes--irnt
Mean platelet (thrombocyte) volume,30100,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.552755152653293,0.00781204649876567,,,continuous-30100-both_sexes--irnt
L57 Skin changes due to chronic exposure to nonionising radiation,131768,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,11049,270536,0.552952902670178,-0.0428847903857201,,,icd_first_occurrence-131768-both_sexes--
Weighted-mean L3 in tract medial lemniscus (left),25640,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.553070621074051,,,,continuous-25640-both_sexes--irnt
Mean ICVF in tapetum on FA skeleton (left),25391,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.553767527273971,,,,continuous-25391-both_sexes--irnt
Standing height,50,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280946,,0.555601004388485,-0.00529348679404528,,,continuous-50-both_sexes--irnt
Age hayfever or allergic rhinitis diagnosed by doctor,22146,continuous,,Online follow-up > Work environment > Medical information,,16495,,0.556363633358821,0.0186366512300845,,,continuous-22146-both_sexes--irnt
N95 Menopausal and other perimenopausal disorders,132152,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,21154,132193,0.556558712104522,0.0119311934546745,,,icd_first_occurrence-132152-both_sexes--
Volume of hippocampus (left),25019,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.557129962940854,,,,continuous-25019-both_sexes--irnt
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,16258,265327,0.557173306563002,0.0311090268064182,,,icd_first_occurrence-131702-both_sexes--
Mean FA in posterior corona radiata on FA skeleton (right),25082,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.557712249371586,,,,continuous-25082-both_sexes--irnt
Reduction or fixation of bone fracture,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12757,268786,0.559143544831445,-0.0418373667820564,,,categorical-20004-both_sexes-1439-
N60 Benign mammary dysplasia,132096,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7142,146205,0.559573553877914,-0.0423034803029628,,,icd_first_occurrence-132096-both_sexes--
Mean L1 in posterior limb of internal capsule on FA skeleton (left),25219,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.560558179671136,,,,continuous-25219-both_sexes--irnt
"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",25802,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.560637199544727,,,,continuous-25802-both_sexes--irnt
Omega-3/fish oil supplement,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,10509,271034,0.5614627857064,0.00981201838489267,,,categorical-20003-both_sexes-1193-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,7799,37119,0.562029747283529,-0.0500674897955938,,,categorical-20536-both_sexes-1-
Median T2star in hippocampus (left),25034,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.562511260825934,,,,continuous-25034-both_sexes--irnt
Volume of grey matter in Occipital Fusiform Gyrus (right),25861,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.563184535262467,,,,continuous-25861-both_sexes--irnt
I48 Atrial fibrillation and flutter,131350,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,14045,267540,0.563230537697826,-0.0431208452346351,,,icd_first_occurrence-131350-both_sexes--
"Father's age at death",1807,continuous,,UK Biobank Assessment Centre > Touchscreen > Family history,,207146,,0.564255589667463,0.0101714264283968,,,continuous-1807-both_sexes--irnt
Mean L1 in middle cerebellar peduncle on FA skeleton,25200,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.564261425421002,,,,continuous-25200-both_sexes--irnt
Mean L1 in anterior limb of internal capsule on FA skeleton (left),25217,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.565145168070776,,,,continuous-25217-both_sexes--irnt
Glycated haemoglobin (HbA1c),30750,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268753,,0.56547259623876,-0.00187113992903912,,,continuous-30750-both_sexes--irnt
Migraine,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,8216,273327,0.565489690277216,-0.0418924735945569,,,categorical-20002-both_sexes-1265-
H92 Otalgia and effusion of ear,131262,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,9442,272143,0.565667175140135,-0.0417545052435062,,,icd_first_occurrence-131262-both_sexes--
"F43 Reaction to severe stress, and adjustment disorders",130910,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,8334,273251,0.566366591441996,-0.0419008111824709,,,icd_first_occurrence-130910-both_sexes--
Forced expiratory volume in 1-second (FEV1),3063,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.56668891567804,-0.000985327963915446,,,continuous-3063-both_sexes--irnt
Mean ICVF in superior longitudinal fasciculus on FA skeleton (left),25385,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.568817901723646,,,,continuous-25385-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 120 degrees ,22672,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18686,,0.569819931477268,,,,continuous-22672-both_sexes--irnt
Mean MO in cerebral peduncle on FA skeleton (right),25166,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.570372010269588,,,,continuous-25166-both_sexes--irnt
Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left),25451,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.570597714681103,,,,continuous-25451-both_sexes--irnt
Mean MD in superior cerebellar peduncle on FA skeleton (right),25116,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.570755606225124,,,,continuous-25116-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,13211,79887,0.571464441587428,0.00043932153447373,,,categorical-20544-both_sexes-15-
Weighted-mean ISOVF in tract anterior thalamic radiation (right),25707,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.571838496878542,,,,continuous-25707-both_sexes--irnt
Mean OD in cerebral peduncle on FA skeleton (left),25407,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.57347466620209,,,,continuous-25407-both_sexes--irnt
Wants to stop smoking,3496,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,20577,,0.573812411324587,-0.0185186418630196,,,continuous-3496-both_sexes--
N94 Pain and other conditions associated with female genital organs and menstrual cycle,132150,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6944,146403,0.574217998103789,-0.042248888954616,,,icd_first_occurrence-132150-both_sexes--
Y75.2 Laparoscopic approach to abdominal cavity NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,10319,271267,0.574300482694689,-0.0416111739740635,,,categorical-41210-both_sexes-Y752-
Weight,23098,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276717,,0.574399290963803,0.00665699848832654,,,continuous-23098-both_sexes--irnt
Platelet count,30080,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.575019556963016,-0.00733376987830131,,,continuous-30080-both_sexes--irnt
Mean L1 in inferior cerebellar peduncle on FA skeleton (right),25210,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.575073993162252,,,,continuous-25210-both_sexes--irnt
Mean OD in posterior limb of internal capsule on FA skeleton (right),25410,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.575192963129032,,,,continuous-25410-both_sexes--irnt
N84 Polyp of female genital tract,132130,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9832,143515,0.575371047235339,0.0324437843501527,,,icd_first_occurrence-132130-both_sexes--
Mean L3 in tapetum on FA skeleton (right),25342,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.5759005981208,,,,continuous-25342-both_sexes--irnt
J03 Acute tonsillitis,131430,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,9809,271776,0.576096114229094,0.00798871562624985,,,icd_first_occurrence-131430-both_sexes--
Mean MD in superior corona radiata on FA skeleton (right),25128,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.576691865693566,,,,continuous-25128-both_sexes--irnt
Weight,21002,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280748,,0.576813684437753,0.00663201580174293,,,continuous-21002-both_sexes--irnt
Microalbumin in urine,30500,continuous,,Biological samples > Assay results > Urine assays,,85030,,0.577315074964746,-0.00272560954737603,,,continuous-30500-both_sexes--irnt
"N83 Noninflammatory disorders of ovary, fallopian tube and broad ligament",132128,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7031,146316,0.577862860194246,-0.0419884945488919,,,icd_first_occurrence-132128-both_sexes--
Weighted-mean ISOVF in tract corticospinal tract (left),25712,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.578984629517079,,,,continuous-25712-both_sexes--irnt
Gastro-oesophageal reflux (gord) / gastric reflux,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,12062,269481,0.579670780003294,0.00875113213492148,,,categorical-20002-both_sexes-1138-
Mean L1 in superior cerebellar peduncle on FA skeleton (right),25212,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.580528459897626,,,,continuous-25212-both_sexes--irnt
"Volume of brain, grey+white matter",25010,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.581421585819007,,,,continuous-25010-both_sexes--irnt
Mean L1 in cerebral peduncle on FA skeleton (left),25215,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.583356746744967,,,,continuous-25215-both_sexes--irnt
Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),25635,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.583990095688007,,,,continuous-25635-both_sexes--irnt
Weighted-mean L2 in tract uncinate fasciculus (left),25621,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.585453191585243,,,,continuous-25621-both_sexes--irnt
N93 Other abnormal uterine and vaginal bleeding,132148,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6287,147060,0.586420687440859,-0.0421494235749524,,,icd_first_occurrence-132148-both_sexes--
Levothyroxine sodium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11475,270068,0.587728077033161,-0.00122078653435991,,,categorical-20003-both_sexes-1141191044-
Volume of grey matter in Ventral Striatum (right),25891,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.588549950785514,,,,continuous-25891-both_sexes--irnt
D64 Other anaemias,130648,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,11948,269637,0.58856897381828,0.00568421984186427,,,icd_first_occurrence-130648-both_sexes--
Volume of caudate (right),25014,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.588648616779258,,,,continuous-25014-both_sexes--irnt
Mean OD in retrolenticular part of internal capsule on FA skeleton (left),25413,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.588776913145864,,,,continuous-25413-both_sexes--irnt
Weighted-mean FA in tract anterior thalamic radiation (left),25490,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.589457685155254,,,,continuous-25490-both_sexes--irnt
N81 Female genital prolapse,132124,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,10307,143040,0.589862504574345,0.0307427454837862,,,icd_first_occurrence-132124-both_sexes--
Mean MO in cingulum cingulate gyrus on FA skeleton (right),25186,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.590492194660327,,,,continuous-25186-both_sexes--irnt
"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",25824,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.591309629432009,,,,continuous-25824-both_sexes--irnt
Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),25457,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.592017584095326,,,,continuous-25457-both_sexes--irnt
"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",25791,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.592065803452809,,,,continuous-25791-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,8133,270378,0.592405973549059,-0.0416947078766023,,,categorical-6154-both_sexes-6-
I80 Phlebitis and thrombophlebitis,131396,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,9555,272030,0.592791513637166,-0.041884806436166,,,icd_first_occurrence-131396-both_sexes--
N18 Chronic renal failure,132032,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9856,271729,0.59477971354965,-0.042285104029606,,,icd_first_occurrence-132032-both_sexes--
Mean FA in cerebral peduncle on FA skeleton (right),25070,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.595572120687086,,,,continuous-25070-both_sexes--irnt
Mean ISOVF in middle cerebellar peduncle on FA skeleton,25440,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.596302392612661,,,,continuous-25440-both_sexes--irnt
B02 Zoster [herpes zoster],130178,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9178,272407,0.597229207560756,-0.0417101646549962,,,icd_first_occurrence-130178-both_sexes--
Weighted-mean ISOVF in tract medial lemniscus (left),25721,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.597734922606246,,,,continuous-25721-both_sexes--irnt
Mean FA in middle cerebellar peduncle on FA skeleton,25056,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.600428904679503,,,,continuous-25056-both_sexes--irnt
Weighted-mean L2 in tract parahippocampal part of cingulum (left),25602,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.600882604397312,,,,continuous-25602-both_sexes--irnt
"M70 Soft tissue disorders related to use, overuse and pressure",131946,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9518,272067,0.603463815124351,-0.041476608174929,,,icd_first_occurrence-131946-both_sexes--
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9646,271512,0.604936849042067,-0.0414476495609246,,,categorical-20117-both_sexes-1-
Weighted-mean ISOVF in tract uncinate fasciculus (right),25730,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.605231841957185,,,,continuous-25730-both_sexes--irnt
Mean MO in superior corona radiata on FA skeleton (left),25177,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.605828976052907,,,,continuous-25177-both_sexes--irnt
Vitamin D,100021,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.606304301041232,0.0139565904062712,,,continuous-100021-both_sexes--irnt
Mean reticulocyte volume,30260,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268453,,0.606467698165901,-0.00730119455649539,,,continuous-30260-both_sexes--irnt
J34 Other disorders of nose and nasal sinuses,131472,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,9791,271794,0.606901324844406,-0.0414238852618634,,,icd_first_occurrence-131472-both_sexes--
Mean L2 in inferior cerebellar peduncle on FA skeleton (left),25259,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.607807335975338,,,,continuous-25259-both_sexes--irnt
Mean FA in inferior cerebellar peduncle on FA skeleton (left),25067,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.607945430559529,,,,continuous-25067-both_sexes--irnt
Weighted-mean FA in tract superior longitudinal fasciculus (right),25510,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.608034880213357,,,,continuous-25510-both_sexes--irnt
"Forced expiratory volume in 1-second (FEV1), Best measure",20150,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,208760,,0.608262721537661,0.000116057234953203,,,continuous-20150-both_sexes--irnt
C-reactive protein,30710,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267974,,0.60885430119055,0.00740118286347914,,,continuous-30710-both_sexes--irnt
Volume of grey matter in Planum Polare (left),25868,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.610767238877286,,,,continuous-25868-both_sexes--irnt
Mean L2 in uncinate fasciculus on FA skeleton (left),25293,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.612258706306825,,,,continuous-25293-both_sexes--irnt
Weighted-mean FA in tract inferior fronto-occipital fasciculus (right),25501,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.612929254352779,,,,continuous-25501-both_sexes--irnt
Mean L3 in genu of corpus callosum on FA skeleton,25298,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.613484290284749,,,,continuous-25298-both_sexes--irnt
Z94.3 Left sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,76252,205334,0.613546290189156,-0.0148872411927195,,,categorical-41210-both_sexes-Z943-
J18.3 Total cholecystectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8222,273364,0.613588479642634,-0.0415684311956339,,,categorical-41200-both_sexes-J183-
Volume of amygdala (right),25022,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.614869041297166,,,,continuous-25022-both_sexes--irnt
Mean ICVF in posterior limb of internal capsule on FA skeleton (right),25362,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.616110350386729,,,,continuous-25362-both_sexes--irnt
Minimum carotid IMT (intima-medial thickness) at 150 degrees ,22673,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18767,,0.616952243568787,,,,continuous-22673-both_sexes--irnt
Volume of thalamus (right),25012,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.617627653363174,,,,continuous-25012-both_sexes--irnt
Direct bilirubin,30660,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,228253,,0.617791129361794,0.00704762706992501,,,continuous-30660-both_sexes--irnt
Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),25710,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.61831954060749,,,,continuous-25710-both_sexes--irnt
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,22401,70731,0.618363014085519,-0.0227075281771174,,,categorical-20546-both_sexes-3-
Volume of grey matter in Superior Frontal Gyrus (right),25787,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.618503910641918,,,,continuous-25787-both_sexes--irnt
Mean L2 in cerebral peduncle on FA skeleton (left),25263,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.620029863722359,,,,continuous-25263-both_sexes--irnt
Volume of grey matter in Planum Polare (right),25869,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.624215554921356,,,,continuous-25869-both_sexes--irnt
QRS duration,12340,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,18166,,0.624980042935428,,,,continuous-12340-both_sexes--irnt
Mean OD in inferior cerebellar peduncle on FA skeleton (right),25402,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.627665764231669,,,,continuous-25402-both_sexes--irnt
G47 Sleep disorders,131060,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,9445,272140,0.62790333207205,-0.0413181007687132,,,icd_first_occurrence-131060-both_sexes--
N80 Endometriosis,132122,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5548,147799,0.62812261121073,-0.0417894118966982,,,icd_first_occurrence-132122-both_sexes--
Vitamin B6,100012,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.628400803462135,0.00910154631471419,,,continuous-100012-both_sexes--irnt
Weighted-mean L2 in tract medial lemniscus (left),25613,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.629668726614224,,,,continuous-25613-both_sexes--irnt
Mean OD in superior longitudinal fasciculus on FA skeleton (right),25432,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.630764737653091,,,,continuous-25432-both_sexes--irnt
Weighted-mean MO in tract inferior fronto-occipital fasciculus (right),25555,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.630886534966983,,,,continuous-25555-both_sexes--irnt
Q07.4 Total abdominal hysterectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6122,147226,0.630912781160513,-0.0416729148067616,,,categorical-41200-both_sexes-Q074-
Weighted-mean L3 in tract uncinate fasciculus (left),25648,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.630961723490513,,,,continuous-25648-both_sexes--irnt
Z94.1 Bilateral operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16541,265045,0.631802280118326,0.030104685702033,,,categorical-41210-both_sexes-Z941-
M47 Spondylosis,131916,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,16228,265357,0.632714625167025,0.0293221072597934,,,icd_first_occurrence-131916-both_sexes--
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left),25481,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.633310156574027,,,,continuous-25481-both_sexes--irnt
Y53.2 Approach to organ under ultrasonic control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,10533,271053,0.633339278138446,-0.0415973200433161,,,categorical-41210-both_sexes-Y532-
Hayfever/allergic rhinitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,15953,265590,0.634269557552805,-0.00548769708139748,,,categorical-20002-both_sexes-1387-
Red blood cell (erythrocyte) distribution width,30070,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.63444144503342,-0.00627569671226637,,,continuous-30070-both_sexes--irnt
"ECG, phase time",5986,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53340,,0.634662007775324,-0.00956856780421027,,,continuous-5986-both_sexes--irnt
Weighted-mean L1 in tract corticospinal tract (left),25577,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.635265050254876,,,,continuous-25577-both_sexes--irnt
Mean ISOVF in anterior corona radiata on FA skeleton (right),25462,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.635541618852331,,,,continuous-25462-both_sexes--irnt
Weighted-mean L3 in tract superior longitudinal fasciculus (right),25645,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.635701912963122,,,,continuous-25645-both_sexes--irnt
M13 Other arthritis,131864,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,17687,263898,0.635702890935865,0.0199871038398117,,,icd_first_occurrence-131864-both_sexes--
